"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
15.200,0.6412,0.820,-0.109
15.220,0.6576,0.818,-0.059
15.240,0.6740,0.816,7.550E-13
15.260,0.6902,0.818,0.042
15.280,0.7066,0.820,-0.008
15.300,0.7231,0.820,-0.177
15.320,0.7395,0.813,-0.404
15.340,0.7557,0.802,-0.598
15.360,0.7716,0.788,-0.716
15.380,0.7872,0.773,-0.808
15.400,0.8025,0.757,-0.926
15.420,0.8176,0.737,-1.053
15.440,0.8321,0.713,-1.120
15.460,0.8460,0.690,-1.095
15.480,0.8596,0.669,-1.019
15.500,0.8728,0.650,-0.952
15.520,0.8856,0.632,-0.926
15.540,0.8981,0.613,-0.952
15.560,0.9102,0.594,-1.002
15.580,0.9218,0.573,-1.036
15.600,0.9331,0.552,-1.036
15.620,0.9439,0.532,-1.011
15.640,0.9543,0.511,-0.985
15.660,0.9644,0.492,-0.960
15.680,0.9740,0.473,-0.935
15.700,0.9833,0.455,-0.926
15.720,0.9922,0.437,-0.935
15.740,1.0008,0.417,-0.960
15.760,1.0089,0.398,-0.977
15.780,1.0167,0.378,-0.985
15.800,1.0241,0.359,-0.994
15.820,1.0310,0.339,-1.002
15.840,1.0376,0.318,-1.002
15.860,1.0437,0.298,-0.977
15.880,1.0495,0.279,-0.952
15.900,1.0549,0.261,-0.952
15.920,1.0600,0.242,-0.977
15.940,1.0646,0.221,-0.985
15.960,1.0688,0.201,-0.960
15.980,1.0726,0.183,-0.926
16.000,1.0761,0.165,-0.918
16.020,1.0792,0.147,-0.943
16.040,1.0819,0.127,-0.977
16.060,1.0843,0.107,-1.002
16.080,1.0863,0.087,-0.994
16.100,1.0877,0.067,-0.960
16.120,1.0889,0.049,-0.943
16.140,1.0897,0.030,-0.960
16.160,1.0901,0.010,-0.994
16.180,1.0901,-0.010,-1.002
16.200,1.0897,-0.030,-0.985
16.220,1.0889,-0.050,-0.968
16.240,1.0877,-0.069,-0.960
16.260,1.0861,-0.088,-0.960
16.280,1.0842,-0.107,-0.960
16.300,1.0819,-0.126,-0.952
16.320,1.0791,-0.146,-0.935
16.340,1.0761,-0.164,-0.918
16.360,1.0726,-0.182,-0.909
16.380,1.0688,-0.200,-0.918
16.400,1.0646,-0.218,-0.935
16.420,1.0601,-0.237,-0.960
16.440,1.0551,-0.257,-0.985
16.460,1.0498,-0.277,-1.002
16.480,1.0441,-0.297,-1.002
16.500,1.0379,-0.317,-0.977
16.520,1.0313,-0.337,-0.943
16.540,1.0244,-0.355,-0.926
16.560,1.0171,-0.373,-0.943
16.580,1.0095,-0.392,-0.968
16.600,1.0015,-0.412,-0.968
16.620,0.9930,-0.431,-0.935
16.640,0.9842,-0.450,-0.901
16.660,0.9751,-0.467,-0.909
16.680,0.9655,-0.485,-0.943
16.700,0.9557,-0.505,-0.952
16.720,0.9454,-0.524,-0.918
16.740,0.9346,-0.542,-0.884
16.760,0.9237,-0.559,-0.893
16.780,0.9124,-0.577,-0.909
16.800,0.9005,-0.596,-0.893
16.820,0.8885,-0.613,-0.876
16.840,0.8760,-0.630,-0.901
16.860,0.8633,-0.649,-0.977
16.880,0.8502,-0.669,-1.044
16.900,0.8365,-0.691,-1.044
16.920,0.8225,-0.712,-0.968
16.940,0.8080,-0.731,-0.842
16.960,0.7932,-0.746,-0.741
16.980,0.7781,-0.759,-0.691
17.000,0.7629,-0.773,-0.640
17.020,0.7472,-0.786,-0.514
17.040,0.7313,-0.795,-0.303
17.060,0.7153,-0.798,-0.093
17.080,0.6993,-0.797,0.042
17.100,0.6834,-0.795,0.093
17.120,0.6675,-0.793,0.093
17.140,0.6517,-0.791,0.059
17.160,0.6359,-0.790,0.008
17.180,0.6201,-0.791,-0.034
17.200,0.6042,-0.792,-0.051
17.220,0.5884,-0.793,-0.051
17.240,0.5726,-0.794,-0.042
17.260,0.5566,-0.795,-0.008
17.280,0.5407,-0.795,0.059
17.300,0.5248,-0.793,0.177
17.320,0.5089,-0.789,0.354
17.340,0.4932,-0.780,0.556
17.360,0.4777,-0.766,0.716
17.380,0.4625,-0.750,0.800
17.400,0.4477,-0.734,0.842
17.420,0.4331,-0.716,0.893
17.440,0.4190,-0.698,0.960
17.460,0.4053,-0.678,1.027
17.480,0.3918,-0.657,1.069
17.500,0.3789,-0.635,1.044
17.520,0.3665,-0.613,0.968
17.540,0.3544,-0.596,0.901
17.560,0.3427,-0.579,0.901
17.580,0.3312,-0.561,0.960
17.600,0.3203,-0.541,1.011
17.620,0.3096,-0.519,1.036
17.640,0.2994,-0.499,1.036
17.660,0.2897,-0.478,1.019
17.680,0.2802,-0.458,0.994
17.700,0.2714,-0.439,0.968
17.720,0.2628,-0.419,0.968
17.740,0.2545,-0.400,0.977
17.760,0.2468,-0.380,0.977
17.780,0.2394,-0.361,0.968
17.800,0.2323,-0.342,0.960
17.820,0.2257,-0.322,0.968
17.840,0.2195,-0.303,0.994
17.860,0.2135,-0.283,1.027
17.880,0.2081,-0.262,1.036
17.900,0.2031,-0.241,1.011
17.920,0.1985,-0.221,0.977
17.940,0.1943,-0.202,0.960
17.960,0.1904,-0.183,0.968
17.980,0.1870,-0.164,0.985
18.000,0.1838,-0.143,1.002
18.020,0.1812,-0.123,1.002
18.040,0.1790,-0.103,0.994
18.060,0.1770,-0.084,1.002
18.080,0.1756,-0.064,1.019
18.100,0.1745,-0.042,1.027
18.120,0.1739,-0.022,1.019
18.140,0.1736,-0.002,1.011
18.160,0.1738,0.018,1.002
18.180,0.1744,0.038,0.985
18.200,0.1753,0.058,0.977
18.220,0.1767,0.077,0.985
18.240,0.1784,0.097,0.994
18.260,0.1806,0.117,0.977
18.280,0.1831,0.136,0.952
18.300,0.1860,0.155,0.952
18.320,0.1893,0.174,0.977
18.340,0.1929,0.194,1.002
18.360,0.1971,0.214,1.002
18.380,0.2015,0.234,0.985
18.400,0.2064,0.254,0.968
18.420,0.2117,0.273,0.960
18.440,0.2173,0.292,0.968
18.460,0.2234,0.311,0.977
18.480,0.2298,0.331,0.977
18.500,0.2366,0.351,0.968
18.520,0.2439,0.370,0.952
18.540,0.2514,0.389,0.935
18.560,0.2594,0.407,0.926
18.580,0.2677,0.425,0.943
18.600,0.2764,0.445,0.977
18.620,0.2855,0.465,0.994
18.640,0.2950,0.485,0.994
18.660,0.3049,0.504,0.994
18.680,0.3152,0.524,0.985
18.700,0.3258,0.545,0.960
18.720,0.3370,0.563,0.926
18.740,0.3484,0.581,0.918
18.760,0.3601,0.599,0.935
18.780,0.3724,0.618,0.960
18.800,0.3849,0.638,0.985
18.820,0.3979,0.658,0.994
18.840,0.4112,0.678,0.977
18.860,0.4250,0.697,0.926
18.880,0.4391,0.715,0.859
18.900,0.4536,0.732,0.792
18.920,0.4684,0.747,0.724
18.940,0.4835,0.761,0.632
18.960,0.4989,0.773,0.472
18.980,0.5145,0.781,0.269
19.000,0.5302,0.783,0.101
19.020,0.5459,0.783,3.220E-13
19.040,0.5614,0.783,-0.059
19.060,0.5772,0.781,-0.118
19.080,0.5929,0.778,-0.152
19.100,0.6083,0.774,-0.143
19.120,0.6238,0.772,-0.118
19.140,0.6392,0.770,-0.093
19.160,0.6546,0.768,-0.067
19.180,0.6699,0.767,-0.025
19.200,0.6853,0.767,-2.220E-14
19.220,0.7005,0.768,-0.025
19.240,0.7159,0.767,-0.126
19.260,0.7313,0.764,-0.295
19.280,0.7465,0.756,-0.480
19.300,0.7616,0.744,-0.640
19.320,0.7763,0.730,-0.749
19.340,0.7908,0.713,-0.851
19.360,0.8049,0.696,-0.960
19.380,0.8186,0.675,-1.044
19.400,0.8320,0.653,-1.069
19.420,0.8447,0.632,-1.044
19.440,0.8572,0.611,-1.011
19.460,0.8692,0.591,-0.977
19.480,0.8808,0.572,-0.943
19.500,0.8920,0.554,-0.926
19.520,0.9030,0.536,-0.952
19.540,0.9135,0.516,-0.994
19.560,0.9237,0.495,-1.019
19.580,0.9334,0.475,-1.019
19.600,0.9426,0.455,-1.011
19.620,0.9515,0.435,-1.011
19.640,0.9600,0.414,-0.994
19.660,0.9680,0.394,-0.960
19.680,0.9758,0.376,-0.935
19.700,0.9831,0.358,-0.935
19.720,0.9901,0.339,-0.960
19.740,0.9967,0.319,-0.977
19.760,1.0028,0.299,-0.977
19.780,1.0087,0.280,-0.968
19.800,1.0140,0.261,-0.960
19.820,1.0191,0.242,-0.968
19.840,1.0237,0.222,-0.977
19.860,1.0279,0.202,-0.985
19.880,1.0318,0.183,-0.994
19.900,1.0352,0.163,-0.994
19.920,1.0384,0.142,-0.985
19.940,1.0409,0.123,-0.960
19.960,1.0432,0.104,-0.952
19.980,1.0452,0.086,-0.968
20.000,1.0466,0.066,-0.985
20.020,1.0478,0.045,-0.985
20.040,1.0484,0.026,-0.968
20.060,1.0488,0.007,-0.960
20.080,1.0488,-0.012,-0.960
20.100,1.0483,-0.031,-0.960
20.120,1.0475,-0.051,-0.968
20.140,1.0464,-0.070,-0.977
20.160,1.0447,-0.090,-0.968
20.180,1.0427,-0.109,-0.952
20.200,1.0403,-0.127,-0.943
20.220,1.0376,-0.147,-0.960
20.240,1.0345,-0.166,-0.985
20.260,1.0310,-0.186,-1.002
20.280,1.0271,-0.206,-1.002
20.300,1.0227,-0.226,-0.977
20.320,1.0180,-0.246,-0.943
20.340,1.0129,-0.264,-0.926
20.360,1.0074,-0.282,-0.935
20.380,1.0016,-0.301,-0.952
20.400,0.9954,-0.320,-0.952
20.420,0.9888,-0.340,-0.935
20.440,0.9819,-0.358,-0.926
20.460,0.9745,-0.376,-0.935
20.480,0.9668,-0.395,-0.960
20.500,0.9587,-0.414,-0.968
20.520,0.9502,-0.435,-0.943
20.540,0.9414,-0.453,-0.901
20.560,0.9320,-0.470,-0.876
20.580,0.9226,-0.487,-0.893
20.600,0.9126,-0.505,-0.909
20.620,0.9023,-0.524,-0.901
20.640,0.8916,-0.542,-0.884
20.660,0.8806,-0.559,-0.901
20.680,0.8693,-0.577,-0.952
20.700,0.8576,-0.597,-1.002
20.720,0.8454,-0.617,-1.027
20.740,0.8328,-0.639,-1.002
20.760,0.8200,-0.659,-0.926
20.780,0.8064,-0.676,-0.825
20.800,0.7928,-0.691,-0.758
20.820,0.7789,-0.705,-0.707
20.840,0.7646,-0.720,-0.623
20.860,0.7500,-0.732,-0.488
20.880,0.7352,-0.740,-0.337
20.900,0.7204,-0.745,-0.202
20.920,0.7054,-0.748,-0.067
20.940,0.6905,-0.748,0.051
20.960,0.6754,-0.745,0.109
20.980,0.6606,-0.742,0.084
21.000,0.6458,-0.741,0.017
21.020,0.6310,-0.742,-0.034
21.040,0.6161,-0.743,-0.051
21.060,0.6013,-0.744,-0.051
21.080,0.5864,-0.745,-0.034
21.100,0.5715,-0.746,-2.526E-13
21.120,0.5566,-0.745,0.034
21.140,0.5417,-0.744,0.067
21.160,0.5269,-0.743,0.143
21.180,0.5120,-0.740,0.303
21.200,0.4972,-0.732,0.505
21.220,0.4826,-0.718,0.665
21.240,0.4684,-0.703,0.749
21.260,0.4545,-0.688,0.800
21.280,0.4409,-0.672,0.859
21.300,0.4276,-0.654,0.926
21.320,0.4147,-0.635,0.985
21.340,0.4022,-0.614,1.027
21.360,0.3901,-0.593,1.036
21.380,0.3785,-0.572,0.994
21.400,0.3673,-0.553,0.935
21.420,0.3564,-0.536,0.909
21.440,0.3458,-0.517,0.926
21.460,0.3357,-0.498,0.952
21.480,0.3260,-0.479,0.968
21.500,0.3165,-0.460,0.994
21.520,0.3075,-0.440,1.027
21.540,0.2989,-0.418,1.053
21.560,0.2908,-0.397,1.044
21.580,0.2830,-0.376,1.002
21.600,0.2758,-0.357,0.952
21.620,0.2688,-0.339,0.935
21.640,0.2622,-0.320,0.968
21.660,0.2560,-0.300,1.011
21.680,0.2502,-0.279,1.019
21.700,0.2448,-0.259,0.985
21.720,0.2399,-0.239,0.952
21.740,0.2352,-0.221,0.952
21.760,0.2310,-0.202,0.977
21.780,0.2271,-0.182,1.002
21.800,0.2237,-0.162,1.002
21.820,0.2207,-0.141,0.985
21.840,0.2180,-0.122,0.968
21.860,0.2158,-0.103,0.968
21.880,0.2139,-0.084,0.994
21.900,0.2125,-0.064,1.019
21.920,0.2114,-0.042,1.019
21.940,0.2108,-0.022,0.985
21.960,0.2105,-0.003,0.952
21.980,0.2106,0.015,0.952
22.000,0.2111,0.034,0.977
22.020,0.2120,0.055,0.994
22.040,0.2133,0.075,0.977
22.060,0.2150,0.094,0.952
22.080,0.2171,0.112,0.952
22.100,0.2195,0.131,0.977
22.120,0.2223,0.152,0.994
22.140,0.2255,0.172,0.985
22.160,0.2292,0.191,0.977
22.180,0.2332,0.210,0.985
22.200,0.2376,0.230,0.994
22.220,0.2424,0.251,0.977
22.240,0.2476,0.270,0.952
22.260,0.2532,0.288,0.943
22.280,0.2591,0.307,0.952
22.300,0.2654,0.326,0.960
22.320,0.2722,0.346,0.960
22.340,0.2793,0.365,0.968
22.360,0.2868,0.384,0.977
22.380,0.2947,0.404,0.977
22.400,0.3029,0.423,0.968
22.420,0.3116,0.443,0.968
22.440,0.3206,0.462,0.985
22.460,0.3301,0.482,0.985
22.480,0.3399,0.502,0.952
22.500,0.3502,0.520,0.901
22.520,0.3608,0.538,0.884
22.540,0.3717,0.555,0.926
22.560,0.3829,0.574,0.994
22.580,0.3946,0.595,1.036
22.600,0.4067,0.616,1.011
22.620,0.4193,0.637,0.926
22.640,0.4322,0.654,0.834
22.660,0.4455,0.669,0.775
22.680,0.4590,0.684,0.749
22.700,0.4728,0.699,0.707
22.720,0.4870,0.713,0.606
22.740,0.5014,0.725,0.438
22.760,0.5160,0.732,0.236
22.780,0.5308,0.734,0.076
22.800,0.5454,0.733,0.008
22.820,0.5600,0.733,-0.008
22.840,0.5747,0.734,-0.051
22.860,0.5895,0.732,-0.118
22.880,0.6040,0.728,-0.143
22.900,0.6184,0.725,-0.118
22.920,0.6330,0.724,-0.101
22.940,0.6474,0.722,-0.101
22.960,0.6618,0.718,-0.084
22.980,0.6762,0.717,-0.034
23.000,0.6905,0.717,-0.008
23.020,0.7049,0.718,-0.059
23.040,0.7192,0.716,-0.185
23.060,0.7336,0.711,-0.362
23.080,0.7477,0.702,-0.531
23.100,0.7618,0.689,-0.657
23.120,0.7754,0.675,-0.724
23.140,0.7887,0.660,-0.775
23.160,0.8018,0.645,-0.859
23.180,0.8145,0.627,-0.968
23.200,0.8269,0.605,-1.061
23.220,0.8388,0.583,-1.095
23.240,0.8502,0.561,-1.069
23.260,0.8612,0.540,-1.011
23.280,0.8718,0.520,-0.943
23.300,0.8819,0.502,-0.901
23.320,0.8919,0.485,-0.901
23.340,0.9013,0.467,-0.935
23.360,0.9106,0.448,-0.985
23.380,0.9193,0.427,-1.027
23.400,0.9277,0.406,-1.053
23.420,0.9355,0.385,-1.053
23.440,0.9431,0.364,-1.027
23.460,0.9501,0.344,-0.985
23.480,0.9568,0.324,-0.943
23.500,0.9631,0.306,-0.926
23.520,0.9690,0.288,-0.935
23.540,0.9746,0.269,-0.952
23.560,0.9798,0.250,-0.960
23.580,0.9845,0.230,-0.960
23.600,0.9890,0.211,-0.960
23.620,0.9930,0.192,-0.960
23.640,0.9967,0.173,-0.968
23.660,0.9999,0.154,-0.985
23.680,1.0028,0.133,-1.002
23.700,1.0053,0.113,-1.011
23.720,1.0073,0.093,-1.011
23.740,1.0090,0.073,-1.002
23.760,1.0102,0.053,-0.977
23.780,1.0111,0.033,-0.952
23.800,1.0116,0.015,-0.943
23.820,1.0117,-0.004,-0.952
23.840,1.0114,-0.023,-0.960
23.860,1.0107,-0.042,-0.960
23.880,1.0098,-0.062,-0.968
23.900,1.0083,-0.081,-0.985
23.920,1.0065,-0.101,-1.002
23.940,1.0043,-0.121,-1.002
23.960,1.0016,-0.141,-0.977
23.980,0.9986,-0.161,-0.943
24.000,0.9952,-0.179,-0.926
24.020,0.9914,-0.197,-0.935
24.040,0.9873,-0.216,-0.952
24.060,0.9828,-0.235,-0.952
24.080,0.9779,-0.255,-0.935
24.100,0.9726,-0.273,-0.926
24.120,0.9669,-0.291,-0.935
24.140,0.9610,-0.310,-0.960
24.160,0.9546,-0.329,-0.977
24.180,0.9478,-0.350,-0.968
24.200,0.9406,-0.369,-0.935
24.220,0.9330,-0.387,-0.893
24.240,0.9251,-0.404,-0.876
24.260,0.9169,-0.421,-0.884
24.280,0.9083,-0.440,-0.901
24.300,0.8993,-0.458,-0.909
24.320,0.8899,-0.476,-0.909
24.340,0.8802,-0.494,-0.918
24.360,0.8702,-0.512,-0.943
24.380,0.8597,-0.532,-0.985
24.400,0.8490,-0.552,-1.019
24.420,0.8377,-0.573,-1.002
24.440,0.8260,-0.593,-0.926
24.460,0.8139,-0.610,-0.825
24.480,0.8015,-0.626,-0.758
24.500,0.7889,-0.640,-0.733
24.520,0.7760,-0.655,-0.699
24.540,0.7627,-0.669,-0.623
24.560,0.7492,-0.680,-0.505
24.580,0.7355,-0.689,-0.362
24.600,0.7216,-0.695,-0.211
24.620,0.7076,-0.697,-0.084
24.640,0.6936,-0.697,-0.017
24.660,0.6798,-0.697,0.017
24.680,0.6657,-0.697,0.059
24.700,0.6518,-0.695,0.084
24.720,0.6380,-0.692,0.051
24.740,0.6241,-0.692,-0.025
24.760,0.6103,-0.694,-0.076
24.780,0.5964,-0.696,-0.067
24.800,0.5824,-0.697,-0.025
24.820,0.5685,-0.697,0.025
24.840,0.5545,-0.696,0.067
24.860,0.5406,-0.694,0.101
24.880,0.5268,-0.692,0.160
24.900,0.5129,-0.689,0.286
24.920,0.4991,-0.682,0.463
24.940,0.4855,-0.670,0.623
24.960,0.4723,-0.656,0.716
24.980,0.4593,-0.641,0.758
25.000,0.4466,-0.626,0.792
25.020,0.4344,-0.609,0.842
25.040,0.4222,-0.592,0.918
25.060,0.4106,-0.573,0.994
25.080,0.3993,-0.552,1.044
25.100,0.3885,-0.531,1.044
25.120,0.3781,-0.509,1.002
25.140,0.3682,-0.490,0.952
25.160,0.3586,-0.472,0.926
25.180,0.3492,-0.454,0.935
25.200,0.3404,-0.435,0.943
25.220,0.3319,-0.415,0.943
25.240,0.3238,-0.397,0.952
25.260,0.3160,-0.378,0.977
25.280,0.3086,-0.358,1.002
25.300,0.3017,-0.338,1.019
25.320,0.2952,-0.317,1.036
25.340,0.2890,-0.296,1.044
25.360,0.2833,-0.275,1.019
25.380,0.2781,-0.255,0.977
25.400,0.2731,-0.236,0.960
25.420,0.2686,-0.217,0.968
25.440,0.2644,-0.197,0.977
25.460,0.2607,-0.178,0.968
25.480,0.2573,-0.159,0.968
25.500,0.2543,-0.139,0.977
25.520,0.2517,-0.119,0.977
25.540,0.2496,-0.100,0.977
25.560,0.2477,-0.081,0.994
25.580,0.2463,-0.061,1.019
25.600,0.2453,-0.039,1.019
25.620,0.2447,-0.019,0.994
25.640,0.2446,0.000,0.968
25.660,0.2447,0.019,0.968
25.680,0.2453,0.038,0.977
25.700,0.2463,0.059,0.977
25.720,0.2476,0.078,0.968
25.740,0.2494,0.097,0.968
25.760,0.2515,0.116,0.985
25.780,0.2540,0.136,0.994
25.800,0.2570,0.157,0.985
25.820,0.2604,0.176,0.968
25.840,0.2640,0.195,0.960
25.860,0.2681,0.214,0.960
25.880,0.2726,0.233,0.960
25.900,0.2774,0.253,0.960
25.920,0.2827,0.272,0.968
25.940,0.2884,0.291,0.985
25.960,0.2943,0.311,1.002
25.980,0.3007,0.331,1.002
26.000,0.3076,0.352,0.985
26.020,0.3148,0.371,0.968
26.040,0.3224,0.390,0.960
26.060,0.3304,0.409,0.952
26.080,0.3388,0.428,0.935
26.100,0.3475,0.447,0.918
26.120,0.3568,0.465,0.909
26.140,0.3661,0.483,0.918
26.160,0.3760,0.501,0.935
26.180,0.3862,0.520,0.968
26.200,0.3968,0.540,1.002
26.220,0.4078,0.561,0.994
26.240,0.4192,0.581,0.926
26.260,0.4311,0.598,0.834
26.280,0.4432,0.613,0.775
26.300,0.4556,0.629,0.749
26.320,0.4683,0.644,0.707
26.340,0.4814,0.658,0.623
26.360,0.4946,0.669,0.505
26.380,0.5082,0.678,0.354
26.400,0.5218,0.684,0.194
26.420,0.5356,0.685,0.059
26.440,0.5493,0.685,-0.017
26.460,0.5629,0.684,-0.051
26.480,0.5767,0.683,-0.076
26.500,0.5903,0.681,-0.084
26.520,0.6039,0.679,-0.084
26.540,0.6175,0.678,-0.084
26.560,0.6310,0.676,-0.093
26.580,0.6445,0.674,-0.093
26.600,0.6580,0.672,-0.076
26.620,0.6714,0.671,-0.059
26.640,0.6848,0.670,-0.059
26.660,0.6982,0.669,-0.084
26.680,0.7116,0.667,-0.135
26.700,0.7249,0.664,-0.236
26.720,0.7381,0.659,-0.396
26.740,0.7513,0.649,-0.573
26.760,0.7642,0.635,-0.691
26.780,0.7767,0.619,-0.733
26.800,0.7889,0.605,-0.775
26.820,0.8009,0.590,-0.867
26.840,0.8126,0.571,-0.968
26.860,0.8239,0.550,-1.011
26.880,0.8345,0.530,-1.002
26.900,0.8450,0.510,-1.002
26.920,0.8550,0.490,-1.019
26.940,0.8646,0.469,-1.011
26.960,0.8737,0.449,-0.968
26.980,0.8825,0.430,-0.935
27.000,0.8909,0.412,-0.935
27.020,0.8990,0.393,-0.952
27.040,0.9067,0.374,-0.960
27.060,0.9140,0.355,-0.968
27.080,0.9209,0.335,-0.985
27.100,0.9274,0.315,-1.002
27.120,0.9335,0.295,-1.011
27.140,0.9392,0.275,-1.011
27.160,0.9445,0.255,-1.002
27.180,0.9494,0.234,-0.977
27.200,0.9538,0.215,-0.952
27.220,0.9580,0.197,-0.952
27.240,0.9617,0.178,-0.977
27.260,0.9651,0.158,-0.985
27.280,0.9680,0.137,-0.952
27.300,0.9706,0.119,-0.918
27.320,0.9728,0.102,-0.926
27.340,0.9747,0.083,-0.960
27.360,0.9762,0.063,-0.968
27.380,0.9771,0.043,-0.952
27.400,0.9779,0.025,-0.952
27.420,0.9782,0.006,-0.968
27.440,0.9781,-0.014,-0.977
27.460,0.9776,-0.033,-0.968
27.480,0.9768,-0.053,-0.952
27.500,0.9756,-0.072,-0.935
27.520,0.9739,-0.090,-0.926
27.540,0.9719,-0.108,-0.935
27.560,0.9696,-0.127,-0.943
27.580,0.9668,-0.147,-0.943
27.600,0.9637,-0.165,-0.943
27.620,0.9603,-0.184,-0.960
27.640,0.9564,-0.203,-0.977
27.660,0.9520,-0.223,-0.977
27.680,0.9475,-0.243,-0.960
27.700,0.9423,-0.262,-0.926
27.720,0.9370,-0.280,-0.901
27.740,0.9312,-0.297,-0.893
27.760,0.9251,-0.315,-0.901
27.780,0.9186,-0.333,-0.901
27.800,0.9118,-0.352,-0.893
27.820,0.9045,-0.369,-0.893
27.840,0.8970,-0.387,-0.901
27.860,0.8891,-0.405,-0.909
27.880,0.8807,-0.423,-0.918
27.900,0.8721,-0.442,-0.943
27.920,0.8631,-0.461,-0.977
27.940,0.8537,-0.481,-1.002
27.960,0.8439,-0.501,-1.002
27.980,0.8337,-0.521,-0.968
28.000,0.8230,-0.541,-0.893
28.020,0.8120,-0.558,-0.792
28.040,0.8007,-0.572,-0.716
28.060,0.7891,-0.585,-0.699
28.080,0.7773,-0.599,-0.716
28.100,0.7652,-0.614,-0.691
28.120,0.7527,-0.629,-0.581
28.140,0.7399,-0.639,-0.421
28.160,0.7271,-0.645,-0.278
28.180,0.7141,-0.649,-0.168
28.200,0.7011,-0.652,-0.067
28.220,0.6880,-0.652,0.025
28.240,0.6749,-0.650,0.067
28.260,0.6621,-0.648,0.042
28.280,0.6491,-0.648,-4.607E-13
28.300,0.6361,-0.649,-0.017
28.320,0.6232,-0.649,-0.017
28.340,0.6102,-0.649,-0.025
28.360,0.5972,-0.650,-0.034
28.380,0.5842,-0.651,-0.017
28.400,0.5711,-0.651,0.025
28.420,0.5582,-0.650,0.067
28.440,0.5452,-0.648,0.101
28.460,0.5322,-0.646,0.152
28.480,0.5194,-0.643,0.244
28.500,0.5065,-0.637,0.379
28.520,0.4938,-0.628,0.514
28.540,0.4814,-0.615,0.615
28.560,0.4692,-0.602,0.691
28.580,0.4573,-0.588,0.749
28.600,0.4456,-0.572,0.800
28.620,0.4344,-0.556,0.842
28.640,0.4234,-0.539,0.893
28.660,0.4128,-0.520,0.960
28.680,0.4026,-0.500,1.011
28.700,0.3928,-0.479,1.019
28.720,0.3834,-0.459,0.994
28.740,0.3745,-0.440,0.968
28.760,0.3658,-0.420,0.952
28.780,0.3576,-0.401,0.935
28.800,0.3498,-0.383,0.926
28.820,0.3423,-0.365,0.943
28.840,0.3352,-0.346,0.968
28.860,0.3285,-0.325,0.968
28.880,0.3222,-0.306,0.952
28.900,0.3163,-0.288,0.960
28.920,0.3107,-0.269,1.002
28.940,0.3055,-0.248,1.036
28.960,0.3007,-0.226,1.027
28.980,0.2965,-0.206,0.994
29.000,0.2925,-0.187,0.977
29.020,0.2890,-0.168,0.985
29.040,0.2858,-0.148,1.002
29.060,0.2830,-0.127,1.002
29.080,0.2807,-0.107,0.985
29.100,0.2788,-0.088,0.977
29.120,0.2772,-0.069,0.977
29.140,0.2760,-0.049,0.977
29.160,0.2753,-0.029,0.968
29.180,0.2749,-0.010,0.960
29.200,0.2748,0.009,0.960
29.220,0.2753,0.028,0.960
29.240,0.2760,0.047,0.968
29.260,0.2771,0.067,0.977
29.280,0.2787,0.087,0.968
29.300,0.2806,0.106,0.952
29.320,0.2829,0.124,0.952
29.340,0.2856,0.143,0.977
29.360,0.2886,0.164,0.994
29.380,0.2921,0.184,0.985
29.400,0.2960,0.203,0.977
29.420,0.3002,0.222,0.985
29.440,0.3049,0.243,0.994
29.460,0.3099,0.263,0.985
29.480,0.3154,0.282,0.968
29.500,0.3212,0.301,0.960
29.520,0.3274,0.320,0.960
29.540,0.3341,0.340,0.952
29.560,0.3410,0.359,0.935
29.580,0.3484,0.377,0.909
29.600,0.3561,0.395,0.893
29.620,0.3642,0.412,0.909
29.640,0.3726,0.430,0.952
29.660,0.3814,0.451,0.994
29.680,0.3906,0.471,1.002
29.700,0.4003,0.491,0.977
29.720,0.4102,0.510,0.935
29.740,0.4207,0.529,0.876
29.760,0.4315,0.546,0.817
29.780,0.4425,0.561,0.766
29.800,0.4539,0.576,0.724
29.820,0.4655,0.590,0.691
29.840,0.4775,0.603,0.640
29.860,0.4897,0.616,0.556
29.880,0.5021,0.627,0.421
29.900,0.5149,0.634,0.261
29.920,0.5275,0.637,0.135
29.940,0.5403,0.638,0.059
29.960,0.5531,0.639,0.017
29.980,0.5658,0.639,-0.025
30.000,0.5787,0.638,-0.067
30.020,0.5914,0.636,-0.084
30.040,0.6040,0.634,-0.084
30.060,0.6167,0.633,-0.093
30.080,0.6294,0.631,-0.109
30.100,0.6420,0.628,-0.109
30.120,0.6545,0.626,-0.076
30.140,0.6669,0.625,-0.042
30.160,0.6794,0.625,-0.042
30.180,0.6919,0.623,-0.076
30.200,0.7044,0.621,-0.135
30.220,0.7168,0.618,-0.219
30.240,0.7291,0.613,-0.337
30.260,0.7414,0.605,-0.472
30.280,0.7534,0.594,-0.589
30.300,0.7652,0.581,-0.674
30.320,0.7767,0.567,-0.724
30.340,0.7878,0.552,-0.766
30.360,0.7988,0.537,-0.825
30.380,0.8093,0.519,-0.901
30.400,0.8196,0.500,-0.968
30.420,0.8293,0.480,-0.994
30.440,0.8388,0.460,-0.994
30.460,0.8477,0.441,-0.994
30.480,0.8564,0.420,-1.002
30.500,0.8646,0.400,-1.002
30.520,0.8724,0.380,-0.977
30.540,0.8798,0.361,-0.943
30.560,0.8868,0.343,-0.926
30.580,0.8935,0.324,-0.935
30.600,0.8998,0.305,-0.952
30.620,0.9057,0.286,-0.960
