"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
9.140,0.3993,0.337,0.901
9.160,0.4062,0.355,0.909
9.180,0.4135,0.373,0.909
9.200,0.4211,0.391,0.918
9.220,0.4291,0.409,0.935
9.240,0.4375,0.428,0.943
9.260,0.4462,0.448,0.918
9.280,0.4555,0.466,0.859
9.300,0.4649,0.482,0.800
9.320,0.4747,0.497,0.749
9.340,0.4848,0.512,0.699
9.360,0.4952,0.525,0.640
9.380,0.5059,0.538,0.589
9.400,0.5167,0.549,0.547
9.420,0.5279,0.560,0.488
9.440,0.5391,0.569,0.404
9.460,0.5507,0.576,0.312
9.480,0.5622,0.581,0.227
9.500,0.5739,0.585,0.152
9.520,0.5856,0.587,0.093
9.540,0.5975,0.588,0.051
9.560,0.6091,0.589,0.017
9.580,0.6210,0.589,-0.034
9.600,0.6327,0.588,-0.084
9.620,0.6445,0.585,-0.109
9.640,0.6562,0.583,-0.109
9.660,0.6678,0.581,-0.101
9.680,0.6794,0.579,-0.093
9.700,0.6910,0.577,-0.084
9.720,0.7025,0.576,-0.101
9.740,0.7140,0.574,-0.143
9.760,0.7255,0.570,-0.185
9.780,0.7368,0.566,-0.202
9.800,0.7481,0.562,-0.227
9.820,0.7593,0.558,-0.303
9.840,0.7704,0.551,-0.429
9.860,0.7814,0.541,-0.564
9.880,0.7921,0.527,-0.657
9.900,0.8025,0.513,-0.699
9.920,0.8126,0.499,-0.707
9.940,0.8225,0.485,-0.707
9.960,0.8320,0.471,-0.716
9.980,0.8413,0.457,-0.766
10.000,0.8503,0.442,-0.867
10.020,0.8590,0.422,-0.977
10.040,0.8673,0.401,-1.036
10.060,0.8750,0.380,-1.027
10.080,0.8824,0.360,-0.994
10.100,0.8895,0.341,-0.968
10.120,0.8960,0.321,-0.960
10.140,0.9023,0.302,-0.960
10.160,0.9081,0.283,-0.960
10.180,0.9136,0.264,-0.968
10.200,0.9187,0.245,-0.977
10.220,0.9234,0.224,-0.968
10.240,0.9277,0.205,-0.943
10.260,0.9315,0.187,-0.926
10.280,0.9352,0.169,-0.935
10.300,0.9383,0.150,-0.943
10.320,0.9411,0.130,-0.943
10.340,0.9435,0.112,-0.952
10.360,0.9456,0.093,-0.968
10.380,0.9473,0.073,-0.968
10.400,0.9485,0.054,-0.943
10.420,0.9494,0.035,-0.926
10.440,0.9500,0.017,-0.935
10.460,0.9501,-0.002,-0.943
10.480,0.9498,-0.021,-0.943
10.500,0.9492,-0.039,-0.943
10.520,0.9483,-0.059,-0.952
10.540,0.9469,-0.078,-0.960
10.560,0.9451,-0.097,-0.952
10.580,0.9431,-0.116,-0.935
10.600,0.9405,-0.134,-0.918
10.620,0.9376,-0.153,-0.909
10.640,0.9344,-0.171,-0.918
10.660,0.9308,-0.189,-0.926
10.680,0.9268,-0.208,-0.935
10.700,0.9226,-0.226,-0.943
10.720,0.9177,-0.246,-0.943
10.740,0.9127,-0.265,-0.935
10.760,0.9072,-0.283,-0.918
10.780,0.9013,-0.301,-0.926
10.800,0.8952,-0.319,-0.952
10.820,0.8886,-0.340,-0.952
10.840,0.8816,-0.359,-0.901
10.860,0.8742,-0.376,-0.825
10.880,0.8665,-0.391,-0.775
10.900,0.8585,-0.406,-0.758
10.920,0.8503,-0.421,-0.749
10.940,0.8417,-0.437,-0.724
10.960,0.8328,-0.451,-0.699
10.980,0.8236,-0.464,-0.691
11.000,0.8143,-0.478,-0.691
11.020,0.8046,-0.492,-0.657
11.040,0.7945,-0.505,-0.581
11.060,0.7843,-0.515,-0.505
11.080,0.7739,-0.524,-0.446
11.100,0.7633,-0.534,-0.379
11.120,0.7526,-0.541,-0.261
11.140,0.7416,-0.545,-0.118
11.160,0.7307,-0.545,-0.017
11.180,0.7198,-0.544,0.008
11.200,0.7090,-0.544,-0.017
11.220,0.6981,-0.545,-0.042
11.240,0.6872,-0.546,-0.051
11.260,0.6763,-0.547,-0.051
11.280,0.6654,-0.548,-0.042
11.300,0.6543,-0.549,-0.008
11.320,0.6434,-0.549,0.059
11.340,0.6324,-0.547,0.135
11.360,0.6215,-0.543,0.168
11.380,0.6107,-0.539,0.143
11.400,0.6000,-0.537,0.101
11.420,0.5892,-0.536,0.101
11.440,0.5785,-0.534,0.152
11.460,0.5679,-0.530,0.236
11.480,0.5573,-0.524,0.328
11.500,0.5469,-0.516,0.413
11.520,0.5366,-0.507,0.472
11.540,0.5266,-0.497,0.505
11.560,0.5167,-0.487,0.547
11.580,0.5071,-0.476,0.598
11.600,0.4977,-0.463,0.648
11.620,0.4886,-0.450,0.699
11.640,0.4797,-0.436,0.766
11.660,0.4711,-0.419,0.842
11.680,0.4629,-0.401,0.884
11.700,0.4551,-0.383,0.893
11.720,0.4476,-0.366,0.909
11.740,0.4404,-0.348,0.943
11.760,0.4336,-0.327,0.960
11.780,0.4273,-0.308,0.943
11.800,0.4214,-0.290,0.926
11.820,0.4157,-0.272,0.935
11.840,0.4105,-0.253,0.943
11.860,0.4056,-0.233,0.935
11.880,0.4011,-0.215,0.909
11.900,0.3970,-0.197,0.893
11.920,0.3933,-0.180,0.901
11.940,0.3899,-0.162,0.926
11.960,0.3867,-0.142,0.943
11.980,0.3842,-0.123,0.935
12.000,0.3819,-0.105,0.926
12.020,0.3799,-0.087,0.935
12.040,0.3783,-0.068,0.943
12.060,0.3772,-0.049,0.943
12.080,0.3764,-0.030,0.952
12.100,0.3760,-0.011,0.968
12.120,0.3759,0.009,0.968
12.140,0.3764,0.028,0.943
12.160,0.3771,0.046,0.926
12.180,0.3782,0.065,0.926
12.200,0.3797,0.084,0.926
12.220,0.3816,0.102,0.918
12.240,0.3838,0.120,0.918
12.260,0.3863,0.138,0.926
12.280,0.3894,0.158,0.918
12.300,0.3926,0.176,0.893
12.320,0.3964,0.193,0.876
12.340,0.4004,0.210,0.893
12.360,0.4048,0.228,0.918
12.380,0.4095,0.248,0.918
12.400,0.4147,0.266,0.901
12.420,0.4202,0.283,0.901
12.440,0.4260,0.301,0.926
12.460,0.4322,0.320,0.943
12.480,0.4388,0.340,0.926
12.500,0.4458,0.358,0.893
12.520,0.4532,0.375,0.859
12.540,0.4608,0.392,0.834
12.560,0.4688,0.408,0.800
12.580,0.4772,0.424,0.741
12.600,0.4858,0.439,0.665
12.620,0.4948,0.451,0.598
12.640,0.5038,0.462,0.573
12.660,0.5132,0.473,0.573
12.680,0.5228,0.485,0.547
12.700,0.5326,0.496,0.472
12.720,0.5426,0.504,0.371
12.740,0.5528,0.510,0.286
12.760,0.5630,0.515,0.227
12.780,0.5734,0.519,0.168
12.800,0.5839,0.522,0.118
12.820,0.5943,0.523,0.084
12.840,0.6049,0.525,0.051
12.860,0.6153,0.526,6.939E-14
12.880,0.6260,0.525,-0.067
12.900,0.6364,0.523,-0.101
12.920,0.6468,0.520,-0.093
12.940,0.6572,0.519,-0.067
12.960,0.6675,0.518,-0.059
12.980,0.6780,0.517,-0.084
13.000,0.6883,0.515,-0.109
13.020,0.6986,0.512,-0.118
13.040,0.7088,0.510,-0.118
13.060,0.7190,0.508,-0.143
13.080,0.7291,0.505,-0.202
13.100,0.7392,0.500,-0.261
13.120,0.7492,0.494,-0.303
13.140,0.7590,0.488,-0.345
13.160,0.7687,0.481,-0.413
13.180,0.7783,0.472,-0.497
13.200,0.7876,0.461,-0.573
13.220,0.7967,0.449,-0.632
13.240,0.8055,0.436,-0.674
13.260,0.8142,0.421,-0.699
13.280,0.8224,0.407,-0.716
13.300,0.8304,0.393,-0.741
13.320,0.8382,0.378,-0.775
13.340,0.8456,0.362,-0.808
13.360,0.8526,0.346,-0.859
13.380,0.8594,0.328,-0.935
13.400,0.8658,0.308,-1.002
13.420,0.8718,0.287,-1.019
13.440,0.8772,0.267,-0.994
13.460,0.8824,0.248,-0.968
13.480,0.8872,0.228,-0.952
13.500,0.8915,0.209,-0.943
13.520,0.8955,0.191,-0.943
13.540,0.8992,0.172,-0.943
13.560,0.9024,0.153,-0.935
13.580,0.9052,0.134,-0.926
13.600,0.9078,0.116,-0.943
13.620,0.9100,0.097,-0.977
13.640,0.9116,0.077,-0.994
13.660,0.9130,0.057,-0.977
13.680,0.9140,0.037,-0.943
13.700,0.9144,0.019,-0.918
13.720,0.9147,0.001,-0.918
13.740,0.9146,-0.017,-0.935
13.760,0.9140,-0.036,-0.943
13.780,0.9131,-0.056,-0.935
13.800,0.9118,-0.074,-0.918
13.820,0.9101,-0.092,-0.918
13.840,0.9081,-0.110,-0.943
13.860,0.9057,-0.129,-0.968
13.880,0.9029,-0.150,-0.968
13.900,0.8998,-0.169,-0.943
13.920,0.8961,-0.187,-0.918
13.940,0.8922,-0.205,-0.918
13.960,0.8880,-0.223,-0.918
13.980,0.8833,-0.243,-0.893
14.000,0.8783,-0.260,-0.842
14.020,0.8728,-0.276,-0.792
14.040,0.8673,-0.291,-0.766
14.060,0.8612,-0.306,-0.749
14.080,0.8550,-0.321,-0.741
14.100,0.8484,-0.335,-0.741
14.120,0.8416,-0.351,-0.749
14.140,0.8344,-0.366,-0.741
14.160,0.8269,-0.381,-0.699
14.180,0.8191,-0.394,-0.648
14.200,0.8111,-0.406,-0.615
14.220,0.8029,-0.418,-0.606
14.240,0.7944,-0.430,-0.598
14.260,0.7857,-0.443,-0.564
14.280,0.7767,-0.454,-0.497
14.300,0.7675,-0.463,-0.404
14.320,0.7581,-0.470,-0.312
14.340,0.7487,-0.475,-0.227
14.360,0.7391,-0.479,-0.143
14.380,0.7295,-0.481,-0.059
14.400,0.7198,-0.481,0.008
14.420,0.7102,-0.480,0.025
14.440,0.7007,-0.479,-0.008
14.460,0.6911,-0.480,-0.059
14.480,0.6815,-0.482,-0.084
14.500,0.6718,-0.484,-0.059
14.520,0.6621,-0.485,-0.008
14.540,0.6524,-0.484,0.034
14.560,0.6427,-0.483,0.067
14.580,0.6331,-0.482,0.109
14.600,0.6234,-0.479,0.152
14.620,0.6138,-0.475,0.160
14.640,0.6045,-0.472,0.135
14.660,0.5950,-0.470,0.118
14.680,0.5856,-0.468,0.126
14.700,0.5764,-0.465,0.160
14.720,0.5670,-0.462,0.227
14.740,0.5578,-0.457,0.312
14.760,0.5487,-0.449,0.387
14.780,0.5399,-0.441,0.438
14.800,0.5311,-0.431,0.480
14.820,0.5225,-0.421,0.531
14.840,0.5143,-0.410,0.573
14.860,0.5061,-0.398,0.606
14.880,0.4983,-0.386,0.640
14.900,0.4907,-0.373,0.682
14.920,0.4834,-0.359,0.733
14.940,0.4763,-0.344,0.775
14.960,0.4696,-0.327,0.800
14.980,0.4632,-0.311,0.817
15.000,0.4572,-0.295,0.842
15.020,0.4515,-0.278,0.884
15.040,0.4460,-0.260,0.926
15.060,0.4410,-0.241,0.952
15.080,0.4364,-0.221,0.960
15.100,0.4322,-0.202,0.960
15.120,0.4283,-0.183,0.952
15.140,0.4249,-0.164,0.935
15.160,0.4218,-0.146,0.918
15.180,0.4191,-0.127,0.909
15.200,0.4167,-0.109,0.918
15.220,0.4147,-0.091,0.935
15.240,0.4130,-0.072,0.952
15.260,0.4118,-0.053,0.952
15.280,0.4110,-0.033,0.935
15.300,0.4105,-0.015,0.918
15.320,0.4104,0.003,0.909
15.340,0.4106,0.021,0.909
15.360,0.4112,0.039,0.909
15.380,0.4122,0.058,0.909
15.400,0.4135,0.076,0.918
15.420,0.4152,0.094,0.935
