"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
15.440,0.4173,0.113,0.952
15.460,0.4197,0.132,0.952
15.480,0.4226,0.152,0.926
15.500,0.4258,0.170,0.901
15.520,0.4294,0.187,0.893
15.540,0.4333,0.205,0.909
15.560,0.4375,0.223,0.926
15.580,0.4422,0.243,0.918
15.600,0.4472,0.261,0.893
15.620,0.4527,0.278,0.859
15.640,0.4584,0.295,0.834
15.660,0.4644,0.311,0.808
15.680,0.4709,0.327,0.775
15.700,0.4775,0.343,0.733
15.720,0.4846,0.357,0.682
15.740,0.4918,0.370,0.632
15.760,0.4994,0.382,0.589
15.780,0.5071,0.393,0.564
15.800,0.5151,0.404,0.547
15.820,0.5232,0.415,0.514
15.840,0.5317,0.425,0.455
15.860,0.5403,0.434,0.387
15.880,0.5491,0.441,0.320
15.900,0.5579,0.447,0.253
15.920,0.5670,0.451,0.194
15.940,0.5760,0.454,0.160
15.960,0.5851,0.457,0.143
15.980,0.5943,0.460,0.118
16.000,0.6035,0.462,0.076
16.020,0.6127,0.463,0.025
16.040,0.6221,0.463,-0.025
16.060,0.6313,0.462,-0.059
16.080,0.6405,0.460,-0.067
16.100,0.6497,0.459,-0.059
16.120,0.6588,0.458,-0.059
16.140,0.6680,0.457,-0.084
16.160,0.6771,0.455,-0.109
16.180,0.6862,0.452,-0.109
16.200,0.6952,0.450,-0.084
16.220,0.7042,0.449,-0.084
16.240,0.7131,0.448,-0.135
16.260,0.7221,0.444,-0.202
16.280,0.7310,0.439,-0.236
16.300,0.7396,0.434,-0.236
16.320,0.7483,0.429,-0.261
16.340,0.7568,0.424,-0.337
16.360,0.7653,0.416,-0.438
16.380,0.7735,0.406,-0.514
16.400,0.7815,0.395,-0.547
16.420,0.7893,0.384,-0.564
16.440,0.7969,0.373,-0.598
16.460,0.8042,0.361,-0.648
16.480,0.8114,0.347,-0.699
16.500,0.8182,0.332,-0.724
16.520,0.8246,0.317,-0.724
16.540,0.8309,0.303,-0.716
16.560,0.8367,0.289,-0.716
16.580,0.8424,0.275,-0.749
16.600,0.8477,0.260,-0.800
16.620,0.8528,0.243,-0.859
16.640,0.8574,0.225,-0.926
16.660,0.8618,0.206,-0.994
16.680,0.8658,0.185,-1.019
16.700,0.8692,0.164,-0.968
16.720,0.8722,0.146,-0.901
16.740,0.8750,0.129,-0.884
16.760,0.8775,0.111,-0.909
16.780,0.8795,0.092,-0.918
16.800,0.8811,0.074,-0.893
16.820,0.8824,0.057,-0.876
16.840,0.8834,0.039,-0.893
16.860,0.8840,0.021,-0.926
16.880,0.8842,0.002,-0.943
16.900,0.8841,-0.017,-0.926
16.920,0.8835,-0.035,-0.893
16.940,0.8827,-0.053,-0.876
16.960,0.8815,-0.070,-0.884
16.980,0.8799,-0.088,-0.901
17.000,0.8779,-0.106,-0.893
17.020,0.8756,-0.124,-0.851
17.040,0.8730,-0.140,-0.800
17.060,0.8699,-0.156,-0.766
17.080,0.8668,-0.171,-0.758
17.100,0.8631,-0.186,-0.758
17.120,0.8593,-0.201,-0.766
17.140,0.8551,-0.216,-0.775
17.160,0.8507,-0.232,-0.766
17.180,0.8458,-0.248,-0.741
17.200,0.8407,-0.262,-0.724
17.220,0.8354,-0.276,-0.724
17.240,0.8297,-0.291,-0.716
17.260,0.8237,-0.305,-0.682
17.280,0.8174,-0.318,-0.640
17.300,0.8110,-0.330,-0.623
17.320,0.8042,-0.343,-0.623
17.340,0.7973,-0.356,-0.615
17.360,0.7900,-0.368,-0.581
17.380,0.7825,-0.379,-0.531
17.400,0.7749,-0.389,-0.472
17.420,0.7670,-0.398,-0.396
17.440,0.7589,-0.405,-0.320
17.460,0.7507,-0.410,-0.261
17.480,0.7425,-0.415,-0.202
17.500,0.7341,-0.419,-0.118
17.520,0.7256,-0.420,-0.034
17.540,0.7173,-0.419,-4.718E-14
17.560,0.7089,-0.419,-0.017
17.580,0.7005,-0.420,-0.034
17.600,0.6920,-0.421,-0.025
17.620,0.6837,-0.421,-0.017
17.640,0.6752,-0.421,-0.025
17.660,0.6668,-0.422,-0.042
17.680,0.6583,-0.423,-0.042
17.700,0.6498,-0.424,-0.017
17.720,0.6414,-0.424,0.034
17.740,0.6329,-0.423,0.101
17.760,0.6244,-0.420,0.160
17.780,0.6160,-0.416,0.185
17.800,0.6078,-0.412,0.177
17.820,0.5995,-0.409,0.160
17.840,0.5914,-0.406,0.152
17.860,0.5833,-0.403,0.160
17.880,0.5753,-0.400,0.185
17.900,0.5673,-0.396,0.227
17.920,0.5594,-0.391,0.278
17.940,0.5516,-0.385,0.328
17.960,0.5440,-0.378,0.387
17.980,0.5365,-0.370,0.455
18.000,0.5292,-0.360,0.514
18.020,0.5220,-0.349,0.547
18.040,0.5152,-0.338,0.556
18.060,0.5086,-0.326,0.573
18.080,0.5021,-0.315,0.606
18.100,0.4960,-0.302,0.640
18.120,0.4900,-0.289,0.665
18.140,0.4844,-0.276,0.699
18.160,0.4790,-0.262,0.758
18.180,0.4739,-0.246,0.808
18.200,0.4692,-0.228,0.817
18.220,0.4648,-0.212,0.800
18.240,0.4607,-0.197,0.800
18.260,0.4569,-0.181,0.834
18.280,0.4534,-0.164,0.876
18.300,0.4504,-0.146,0.893
18.320,0.4476,-0.127,0.893
18.340,0.4453,-0.110,0.901
18.360,0.4432,-0.092,0.926
18.380,0.4415,-0.073,0.935
18.400,0.4403,-0.054,0.909
18.420,0.4395,-0.036,0.884
18.440,0.4388,-0.019,0.884
18.460,0.4386,-0.001,0.893
18.480,0.4388,0.017,0.884
18.500,0.4393,0.034,0.876
18.520,0.4402,0.052,0.884
18.540,0.4414,0.070,0.893
18.560,0.4430,0.088,0.884
18.580,0.4449,0.105,0.867
18.600,0.4472,0.122,0.867
18.620,0.4498,0.139,0.884
18.640,0.4528,0.158,0.893
18.660,0.4561,0.176,0.876
18.680,0.4598,0.193,0.834
18.700,0.4638,0.209,0.792
18.720,0.4682,0.224,0.758
18.740,0.4728,0.239,0.724
18.760,0.4778,0.254,0.691
18.780,0.4830,0.267,0.665
18.800,0.4884,0.280,0.657
18.820,0.4941,0.293,0.648
18.840,0.5002,0.306,0.623
18.860,0.5064,0.318,0.581
18.880,0.5129,0.329,0.531
18.900,0.5196,0.340,0.488
18.920,0.5265,0.349,0.455
18.940,0.5336,0.358,0.421
18.960,0.5408,0.366,0.379
18.980,0.5482,0.373,0.337
19.000,0.5557,0.379,0.303
19.020,0.5634,0.385,0.261
19.040,0.5711,0.390,0.202
19.060,0.5790,0.393,0.143
19.080,0.5869,0.395,0.118
19.100,0.5948,0.397,0.118
19.120,0.6028,0.400,0.101
19.140,0.6108,0.402,0.042
19.160,0.6189,0.402,-0.034
19.180,0.6269,0.400,-0.067
19.200,0.6349,0.398,-0.051
19.220,0.6428,0.398,-0.025
19.240,0.6508,0.398,-0.034
19.260,0.6588,0.397,-0.067
19.280,0.6667,0.395,-0.084
19.300,0.6746,0.393,-0.084
19.320,0.6825,0.392,-0.084
19.340,0.6902,0.390,-0.084
19.360,0.6981,0.388,-0.084
19.380,0.7057,0.387,-0.093
19.400,0.7135,0.385,-0.135
19.420,0.7213,0.382,-0.194
19.440,0.7288,0.377,-0.236
19.460,0.7363,0.372,-0.269
19.480,0.7437,0.367,-0.303
19.500,0.7510,0.360,-0.345
19.520,0.7581,0.353,-0.379
19.540,0.7650,0.345,-0.404
19.560,0.7720,0.337,-0.446
19.580,0.7785,0.327,-0.505
19.600,0.7851,0.316,-0.564
19.620,0.7912,0.304,-0.598
19.640,0.7972,0.292,-0.615
19.660,0.8029,0.280,-0.640
19.680,0.8085,0.267,-0.674
19.700,0.8135,0.253,-0.691
19.720,0.8185,0.238,-0.691
19.740,0.8231,0.225,-0.691
19.760,0.8275,0.211,-0.707
19.780,0.8316,0.197,-0.733
19.800,0.8354,0.182,-0.741
19.820,0.8389,0.167,-0.741
19.840,0.8420,0.153,-0.741
19.860,0.8450,0.137,-0.758
19.880,0.8476,0.122,-0.783
19.900,0.8498,0.106,-0.800
19.920,0.8519,0.090,-0.817
19.940,0.8534,0.074,-0.825
19.960,0.8548,0.057,-0.825
19.980,0.8557,0.040,-0.817
20.000,0.8564,0.024,-0.817
20.020,0.8567,0.008,-0.834
20.040,0.8567,-0.009,-0.851
20.060,0.8564,-0.026,-0.851
20.080,0.8556,-0.043,-0.834
20.100,0.8547,-0.060,-0.817
20.120,0.8532,-0.076,-0.808
20.140,0.8516,-0.092,-0.808
20.160,0.8496,-0.108,-0.792
20.180,0.8473,-0.124,-0.758
20.200,0.8446,-0.138,-0.724
20.220,0.8417,-0.153,-0.707
20.240,0.8385,-0.167,-0.707
20.260,0.8350,-0.181,-0.707
20.280,0.8313,-0.195,-0.707
20.300,0.8273,-0.209,-0.707
20.320,0.8229,-0.223,-0.699
20.340,0.8183,-0.237,-0.682
20.360,0.8134,-0.251,-0.665
20.380,0.8082,-0.264,-0.648
20.400,0.8029,-0.277,-0.623
20.420,0.7972,-0.289,-0.581
20.440,0.7912,-0.300,-0.539
20.460,0.7852,-0.310,-0.514
20.480,0.7789,-0.320,-0.488
20.500,0.7723,-0.330,-0.455
20.520,0.7656,-0.339,-0.413
20.540,0.7587,-0.347,-0.371
20.560,0.7518,-0.354,-0.320
20.580,0.7446,-0.360,-0.236
20.600,0.7374,-0.364,-0.143
20.620,0.7300,-0.365,-0.067
20.640,0.7227,-0.366,-0.034
20.660,0.7154,-0.366,-0.034
20.680,0.7081,-0.367,-0.042
20.700,0.7008,-0.368,-0.059
20.720,0.6934,-0.369,-0.067
20.740,0.6860,-0.371,-0.059
20.760,0.6786,-0.372,-0.034
20.780,0.6711,-0.372,-0.008
20.800,0.6637,-0.372,-0.008
20.820,0.6563,-0.372,-0.017
20.840,0.6488,-0.373,-0.008
20.860,0.6414,-0.373,0.017
20.880,0.6338,-0.372,0.059
20.900,0.6264,-0.371,0.109
20.920,0.6190,-0.368,0.168
20.940,0.6116,-0.364,0.211
20.960,0.6045,-0.359,0.211
20.980,0.5973,-0.355,0.185
21.000,0.5903,-0.352,0.160
21.020,0.5833,-0.349,0.160
21.040,0.5764,-0.346,0.185
21.060,0.5694,-0.342,0.227
21.080,0.5627,-0.337,0.269
21.100,0.5560,-0.330,0.303
21.120,0.5494,-0.324,0.337
21.140,0.5430,-0.317,0.379
21.160,0.5367,-0.309,0.438
21.180,0.5306,-0.300,0.497
21.200,0.5247,-0.289,0.539
21.220,0.5190,-0.278,0.547
21.240,0.5137,-0.267,0.539
21.260,0.5083,-0.257,0.556
21.280,0.5034,-0.246,0.589
21.300,0.4985,-0.232,0.623
21.320,0.4940,-0.220,0.640
21.340,0.4898,-0.207,0.657
21.360,0.4857,-0.194,0.691
21.380,0.4820,-0.180,0.724
21.400,0.4785,-0.165,0.758
21.420,0.4753,-0.150,0.775
21.440,0.4726,-0.133,0.775
21.460,0.4700,-0.118,0.766
21.480,0.4678,-0.103,0.758
21.500,0.4659,-0.088,0.766
21.520,0.4643,-0.073,0.792
21.540,0.4630,-0.057,0.834
21.560,0.4620,-0.039,0.867
21.580,0.4614,-0.021,0.867
21.600,0.4612,-0.004,0.842
21.620,0.4613,0.012,0.817
21.640,0.4616,0.028,0.817
21.660,0.4624,0.044,0.825
21.680,0.4635,0.062,0.817
21.700,0.4648,0.078,0.783
21.720,0.4666,0.093,0.749
21.740,0.4686,0.107,0.749
21.760,0.4709,0.122,0.766
21.780,0.4734,0.138,0.766
21.800,0.4764,0.154,0.741
21.820,0.4796,0.168,0.716
21.840,0.4831,0.182,0.691
21.860,0.4869,0.196,0.657
21.880,0.4910,0.208,0.623
21.900,0.4952,0.220,0.606
21.920,0.4997,0.232,0.598
21.940,0.5046,0.245,0.573
21.960,0.5095,0.256,0.539
21.980,0.5148,0.266,0.514
22.000,0.5202,0.276,0.497
22.020,0.5258,0.286,0.480
22.040,0.5316,0.295,0.446
22.060,0.5377,0.304,0.396
22.080,0.5437,0.311,0.345
22.100,0.5502,0.317,0.303
22.120,0.5565,0.323,0.278
22.140,0.5630,0.328,0.253
22.160,0.5697,0.333,0.227
22.180,0.5764,0.338,0.202
22.200,0.5832,0.342,0.168
22.220,0.5901,0.345,0.135
22.240,0.5970,0.347,0.101
22.260,0.6039,0.349,0.067
22.280,0.6109,0.350,0.025
22.300,0.6180,0.350,-0.017
22.320,0.6249,0.349,-0.042
22.340,0.6319,0.348,-0.051
22.360,0.6388,0.347,-0.042
22.380,0.6457,0.346,-0.034
22.400,0.6526,0.346,-0.042
22.420,0.6595,0.345,-0.067
22.440,0.6665,0.343,-0.084
22.460,0.6732,0.341,-0.067
22.480,0.6800,0.340,-0.042
22.500,0.6868,0.340,-0.042
22.520,0.6936,0.339,-0.067
22.540,0.7004,0.337,-0.101
22.560,0.7071,0.334,-0.143
22.580,0.7137,0.331,-0.194
22.600,0.7204,0.326,-0.227
22.620,0.7268,0.321,-0.227
22.640,0.7332,0.317,-0.227
22.660,0.7396,0.313,-0.261
22.680,0.7458,0.307,-0.312
22.700,0.7518,0.300,-0.354
22.720,0.7578,0.293,-0.387
22.740,0.7636,0.285,-0.429
22.760,0.7692,0.276,-0.472
22.780,0.7746,0.266,-0.505
22.800,0.7798,0.256,-0.531
22.820,0.7848,0.245,-0.547
22.840,0.7897,0.233,-0.556
22.860,0.7941,0.222,-0.564
22.880,0.7985,0.211,-0.598
22.900,0.8026,0.199,-0.648
22.920,0.8065,0.185,-0.682
22.940,0.8100,0.171,-0.674
22.960,0.8133,0.158,-0.648
22.980,0.8163,0.146,-0.657
23.000,0.8191,0.132,-0.699
23.020,0.8217,0.117,-0.733
23.040,0.8239,0.102,-0.724
23.060,0.8257,0.088,-0.699
23.080,0.8274,0.075,-0.699
23.100,0.8287,0.061,-0.716
23.120,0.8298,0.045,-0.724
23.140,0.8305,0.031,-0.716
23.160,0.8310,0.017,-0.707
23.180,0.8313,0.003,-0.707
23.200,0.8311,-0.011,-0.707
23.220,0.8308,-0.025,-0.707
23.240,0.8302,-0.039,-0.707
23.260,0.8292,-0.054,-0.707
23.280,0.8280,-0.068,-0.707
23.300,0.8265,-0.082,-0.699
23.320,0.8247,-0.096,-0.682
23.340,0.8226,-0.109,-0.674
23.360,0.8203,-0.122,-0.682
23.380,0.8178,-0.136,-0.691
23.400,0.8149,-0.151,-0.674
23.420,0.8117,-0.164,-0.640
23.440,0.8083,-0.176,-0.615
23.460,0.8047,-0.188,-0.606
23.480,0.8008,-0.200,-0.606
23.500,0.7967,-0.212,-0.598
23.520,0.7923,-0.224,-0.573
23.540,0.7877,-0.235,-0.539
23.560,0.7829,-0.246,-0.514
23.580,0.7779,-0.256,-0.497
23.600,0.7727,-0.266,-0.472
23.620,0.7672,-0.275,-0.429
23.640,0.7616,-0.283,-0.387
23.660,0.7559,-0.290,-0.354
23.680,0.7500,-0.297,-0.312
23.700,0.7441,-0.303,-0.253
23.720,0.7379,-0.307,-0.177
23.740,0.7317,-0.310,-0.109
23.760,0.7255,-0.311,-0.067
23.780,0.7192,-0.312,-0.051
23.800,0.7130,-0.313,-0.051
23.820,0.7067,-0.314,-0.042
23.840,0.7004,-0.315,-0.025
23.860,0.6941,-0.315,-0.017
23.880,0.6878,-0.315,-0.025
23.900,0.6815,-0.316,-0.042
23.920,0.6752,-0.317,-0.051
23.940,0.6688,-0.318,-0.042
23.960,0.6625,-0.319,-0.025
23.980,0.6560,-0.319,-2.359E-14
24.000,0.6496,-0.319,0.017
24.020,0.6433,-0.318,0.017
24.040,0.6369,-0.318,0.025
24.060,0.6306,-0.318,0.059
24.080,0.6241,-0.316,0.118
24.100,0.6178,-0.313,0.168
24.120,0.6116,-0.309,0.194
24.140,0.6055,-0.305,0.194
24.160,0.5994,-0.301,0.177
24.180,0.5935,-0.298,0.168
24.200,0.5875,-0.295,0.185
24.220,0.5816,-0.291,0.211
24.240,0.5759,-0.286,0.219
24.260,0.5702,-0.282,0.219
24.280,0.5646,-0.278,0.236
24.300,0.5590,-0.273,0.278
24.320,0.5537,-0.267,0.328
24.340,0.5483,-0.260,0.379
24.360,0.5433,-0.252,0.413
24.380,0.5383,-0.243,0.421
24.400,0.5336,-0.234,0.421
24.420,0.5289,-0.226,0.446
24.440,0.5245,-0.217,0.497
24.460,0.5202,-0.206,0.539
24.480,0.5162,-0.195,0.556
24.500,0.5125,-0.184,0.564
24.520,0.5088,-0.173,0.581
24.540,0.5055,-0.161,0.589
24.560,0.5024,-0.149,0.581
24.580,0.4996,-0.137,0.573
24.600,0.4969,-0.126,0.598
24.620,0.4945,-0.114,0.648
24.640,0.4923,-0.100,0.682
24.660,0.4905,-0.086,0.674
24.680,0.4889,-0.073,0.648
24.700,0.4876,-0.061,0.648
24.720,0.4865,-0.047,0.674
24.740,0.4857,-0.033,0.691
24.760,0.4852,-0.019,0.682
24.780,0.4849,-0.006,0.674
24.800,0.4849,0.007,0.691
24.820,0.4852,0.021,0.724
24.840,0.4858,0.036,0.733
24.860,0.4866,0.052,0.699
24.880,0.4878,0.065,0.648
24.900,0.4893,0.077,0.623
24.920,0.4909,0.089,0.632
24.940,0.4928,0.102,0.632
24.960,0.4950,0.115,0.606
24.980,0.4974,0.126,0.573
25.000,0.5001,0.137,0.556
25.020,0.5029,0.149,0.556
25.040,0.5060,0.160,0.556
25.060,0.5093,0.171,0.564
25.080,0.5128,0.182,0.573
25.100,0.5166,0.194,0.547
25.120,0.5206,0.205,0.480
25.140,0.5248,0.213,0.413
25.160,0.5292,0.220,0.396
25.180,0.5336,0.228,0.413
25.200,0.5383,0.237,0.404
25.220,0.5431,0.246,0.362
25.240,0.5481,0.252,0.320
25.260,0.5532,0.258,0.303
25.280,0.5584,0.264,0.295
25.300,0.5637,0.270,0.269
25.320,0.5692,0.275,0.227
25.340,0.5748,0.279,0.185
25.360,0.5804,0.282,0.160
25.380,0.5861,0.285,0.152
25.400,0.5918,0.288,0.152
25.420,0.5976,0.291,0.143
25.440,0.6034,0.294,0.109
25.460,0.6093,0.296,0.051
25.480,0.6153,0.296,-0.008
25.500,0.6212,0.295,-0.042
25.520,0.6270,0.294,-0.051
25.540,0.6330,0.293,-0.051
25.560,0.6388,0.292,-0.042
25.580,0.6446,0.291,-0.025
25.600,0.6505,0.291,-0.017
25.620,0.6563,0.291,-0.034
25.640,0.6621,0.290,-0.067
25.660,0.6679,0.288,-0.084
25.680,0.6736,0.286,-0.067
25.700,0.6793,0.285,-0.042
25.720,0.6850,0.285,-0.034
25.740,0.6907,0.284,-0.051
25.760,0.6964,0.283,-0.076
25.780,0.7020,0.281,-0.101
25.800,0.7077,0.279,-0.143
25.820,0.7131,0.276,-0.194
25.840,0.7187,0.271,-0.236
25.860,0.7241,0.266,-0.244
25.880,0.7293,0.261,-0.236
25.900,0.7345,0.257,-0.253
25.920,0.7396,0.252,-0.295
25.940,0.7446,0.245,-0.337
25.960,0.7494,0.237,-0.354
25.980,0.7540,0.230,-0.362
26.000,0.7586,0.223,-0.387
26.020,0.7630,0.215,-0.421
26.040,0.7672,0.206,-0.455
26.060,0.7712,0.197,-0.480
26.080,0.7751,0.187,-0.497
26.100,0.7787,0.177,-0.505
26.120,0.7821,0.167,-0.514
26.140,0.7854,0.157,-0.539
26.160,0.7884,0.146,-0.573
26.180,0.7912,0.133,-0.598
26.200,0.7938,0.121,-0.606
26.220,0.7961,0.109,-0.606
26.240,0.7981,0.097,-0.606
26.260,0.8000,0.085,-0.606
26.280,0.8015,0.073,-0.606
26.300,0.8029,0.061,-0.606
26.320,0.8040,0.049,-0.615
26.340,0.8048,0.036,-0.632
26.360,0.8054,0.023,-0.648
26.380,0.8058,0.010,-0.648
26.400,0.8058,-0.003,-0.632
26.420,0.8057,-0.015,-0.623
26.440,0.8052,-0.027,-0.632
26.460,0.8046,-0.040,-0.640
26.480,0.8036,-0.054,-0.623
26.500,0.8024,-0.066,-0.598
26.520,0.8009,-0.077,-0.589
26.540,0.7994,-0.089,-0.598
26.560,0.7974,-0.101,-0.598
26.580,0.7952,-0.113,-0.581
26.600,0.7929,-0.124,-0.564
26.620,0.7903,-0.135,-0.556
26.640,0.7875,-0.147,-0.547
26.660,0.7844,-0.158,-0.522
26.680,0.7812,-0.168,-0.488
26.700,0.7777,-0.177,-0.472
26.720,0.7741,-0.186,-0.480
26.740,0.7703,-0.196,-0.472
26.760,0.7663,-0.206,-0.429
26.780,0.7620,-0.213,-0.379
26.800,0.7576,-0.220,-0.362
26.820,0.7533,-0.227,-0.371
26.840,0.7486,-0.235,-0.345
26.860,0.7438,-0.243,-0.286
26.880,0.7389,-0.247,-0.219
26.900,0.7339,-0.251,-0.168
26.920,0.7289,-0.254,-0.126
26.940,0.7237,-0.256,-0.076
26.960,0.7186,-0.257,-0.042
26.980,0.7135,-0.257,-0.042
27.000,0.7083,-0.258,-0.067
27.020,0.7032,-0.260,-0.084
27.040,0.6980,-0.262,-0.059
27.060,0.6927,-0.263,-0.017
27.080,0.6874,-0.262,2.165E-13
27.100,0.6822,-0.262,-0.017
27.120,0.6770,-0.263,-0.042
27.140,0.6717,-0.264,-0.042
27.160,0.6665,-0.265,-0.025
27.180,0.6611,-0.265,-0.008
27.200,0.6558,-0.265,-0.008
27.220,0.6506,-0.265,-0.017
27.240,0.6452,-0.266,-0.008
27.260,0.6399,-0.266,0.025
27.280,0.6346,-0.265,0.067
27.300,0.6294,-0.263,0.101
27.320,0.6240,-0.261,0.135
27.340,0.6189,-0.258,0.160
27.360,0.6137,-0.254,0.168
27.380,0.6087,-0.251,0.160
27.400,0.6038,-0.248,0.160
27.420,0.5988,-0.245,0.168
27.440,0.5939,-0.241,0.168
27.460,0.5892,-0.237,0.177
27.480,0.5845,-0.234,0.211
27.500,0.5798,-0.229,0.244
27.520,0.5753,-0.223,0.244
27.540,0.5709,-0.219,0.227
27.560,0.5665,-0.215,0.236
27.580,0.5622,-0.210,0.269
27.600,0.5582,-0.204,0.295
27.620,0.5540,-0.198,0.320
27.640,0.5502,-0.192,0.354
27.660,0.5464,-0.184,0.387
27.680,0.5428,-0.176,0.396
27.700,0.5394,-0.168,0.387
27.720,0.5361,-0.161,0.396
27.740,0.5329,-0.153,0.421
27.760,0.5299,-0.143,0.446
27.780,0.5272,-0.134,0.463
27.800,0.5246,-0.125,0.488
27.820,0.5222,-0.115,0.514
27.840,0.5200,-0.104,0.522
27.860,0.5180,-0.094,0.522
27.880,0.5162,-0.084,0.531
27.900,0.5146,-0.073,0.547
27.920,0.5133,-0.062,0.556
27.940,0.5122,-0.051,0.556
27.960,0.5112,-0.039,0.556
27.980,0.5106,-0.028,0.556
28.000,0.5102,-0.017,0.564
28.020,0.5099,-0.006,0.573
28.040,0.5099,0.006,0.573
28.060,0.5102,0.017,0.564
28.080,0.5106,0.028,0.556
28.100,0.5112,0.039,0.547
28.120,0.5122,0.051,0.531
28.140,0.5133,0.061,0.522
28.160,0.5146,0.071,0.522
28.180,0.5161,0.082,0.522
28.200,0.5179,0.092,0.505
28.220,0.5199,0.102,0.488
28.240,0.5219,0.111,0.480
28.260,0.5243,0.121,0.463
28.280,0.5268,0.130,0.438
28.300,0.5296,0.138,0.413
28.320,0.5323,0.147,0.413
28.340,0.5354,0.155,0.421
28.360,0.5385,0.164,0.404
28.380,0.5419,0.172,0.362
28.400,0.5454,0.178,0.320
28.420,0.5491,0.184,0.303
28.440,0.5527,0.190,0.303
28.460,0.5567,0.196,0.295
28.480,0.5606,0.202,0.278
28.500,0.5647,0.207,0.244
28.520,0.5690,0.212,0.202
28.540,0.5732,0.215,0.177
28.560,0.5776,0.218,0.185
28.580,0.5819,0.222,0.219
28.600,0.5864,0.227,0.227
28.620,0.5910,0.232,0.194
28.640,0.5958,0.235,0.143
28.660,0.6005,0.237,0.109
28.680,0.6052,0.239,0.084
28.700,0.6101,0.242,0.034
28.720,0.6149,0.242,-0.025
28.740,0.6198,0.239,-0.051
28.760,0.6245,0.238,-0.025
28.780,0.6292,0.238,0.008
28.800,0.6341,0.239,0.008
28.820,0.6388,0.239,-0.017
28.840,0.6437,0.238,-0.042
28.860,0.6484,0.237,-0.051
28.880,0.6531,0.236,-0.051
28.900,0.6578,0.235,-0.051
28.920,0.6626,0.234,-0.051
28.940,0.6672,0.233,-0.051
28.960,0.6719,0.232,-0.051
28.980,0.6765,0.231,-0.051
29.000,0.6811,0.230,-0.051
29.020,0.6857,0.229,-0.051
29.040,0.6903,0.228,-0.059
29.060,0.6948,0.227,-0.076
29.080,0.6994,0.225,-0.093
29.100,0.7039,0.223,-0.101
29.120,0.7083,0.221,-0.118
29.140,0.7128,0.219,-0.168
29.160,0.7171,0.215,-0.236
29.180,0.7214,0.209,-0.278
29.200,0.7255,0.203,-0.269
29.220,0.7295,0.198,-0.236
29.240,0.7334,0.194,-0.219
29.260,0.7373,0.190,-0.244
29.280,0.7410,0.185,-0.303
29.300,0.7447,0.178,-0.362
29.320,0.7482,0.170,-0.387
29.340,0.7515,0.162,-0.379
29.360,0.7546,0.155,-0.371
29.380,0.7576,0.148,-0.387
29.400,0.7606,0.139,-0.421
29.420,0.7632,0.130,-0.446
29.440,0.7658,0.121,-0.455
29.460,0.7681,0.112,-0.455
29.480,0.7703,0.103,-0.463
29.500,0.7722,0.094,-0.480
29.520,0.7740,0.084,-0.497
29.540,0.7756,0.074,-0.497
29.560,0.7769,0.064,-0.488
29.580,0.7781,0.055,-0.497
29.600,0.7791,0.044,-0.522
29.620,0.7800,0.033,-0.547
29.640,0.7804,0.022,-0.547
29.660,0.7808,0.011,-0.539
29.680,0.7809,0.001,-0.539
29.700,0.7808,-0.010,-0.547
29.720,0.7806,-0.021,-0.547
29.740,0.7800,-0.032,-0.531
29.760,0.7792,-0.042,-0.514
29.780,0.7783,-0.053,-0.497
29.800,0.7772,-0.063,-0.480
29.820,0.7757,-0.072,-0.472
29.840,0.7743,-0.081,-0.480
29.860,0.7726,-0.091,-0.480
29.880,0.7706,-0.101,-0.455
29.900,0.7684,-0.109,-0.429
29.920,0.7663,-0.117,-0.429
29.940,0.7638,-0.126,-0.429
29.960,0.7612,-0.135,-0.404
29.980,0.7584,-0.142,-0.379
30.000,0.7555,-0.150,-0.379
30.020,0.7524,-0.158,-0.379
30.040,0.7492,-0.166,-0.345
30.060,0.7458,-0.172,-0.303
30.080,0.7422,-0.177,-0.286
30.100,0.7387,-0.183,-0.278
30.120,0.7350,-0.189,-0.227
30.140,0.7311,-0.193,-0.135
30.160,0.7272,-0.194,-0.051
30.180,0.7233,-0.194,-0.017
30.200,0.7194,-0.194,-0.025
30.220,0.7156,-0.195,-0.051
30.240,0.7117,-0.196,-0.076
30.260,0.7077,-0.198,-0.084
30.280,0.7038,-0.200,-0.076
30.300,0.6997,-0.201,-0.059
30.320,0.6957,-0.202,-0.051
30.340,0.6917,-0.203,-0.042
30.360,0.6876,-0.204,-0.025
30.380,0.6834,-0.204,-0.017
30.400,0.6794,-0.204,-0.017
30.420,0.6753,-0.205,-0.017
30.440,0.6712,-0.205,-0.008
30.460,0.6671,-0.205,-0.008
30.480,0.6631,-0.205,-0.025
30.500,0.6588,-0.206,-0.034
30.520,0.6548,-0.207,-0.025
30.540,0.6506,-0.207,-0.008
30.560,0.6464,-0.207,-0.008
30.580,0.6423,-0.207,-0.017
30.600,0.6382,-0.208,-1.756E-13
30.620,0.6340,-0.208,0.051
30.640,0.6298,-0.206,0.109
30.660,0.6257,-0.203,0.143
30.680,0.6217,-0.200,0.152
30.700,0.6177,-0.197,0.152
30.720,0.6138,-0.194,0.152
30.740,0.6099,-0.191,0.160
30.760,0.6062,-0.188,0.177
30.780,0.6024,-0.184,0.194
30.800,0.5988,-0.180,0.194
30.820,0.5953,-0.176,0.177
30.840,0.5918,-0.173,0.177
