"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
3.460,0.9960,0.650,-1.053
3.480,1.0088,0.628,-1.036
3.500,1.0211,0.607,-0.977
3.520,1.0330,0.589,-0.926
3.540,1.0447,0.571,-0.918
3.560,1.0560,0.553,-0.935
3.580,1.0667,0.534,-0.952
3.600,1.0773,0.514,-0.968
3.620,1.0874,0.495,-0.985
3.640,1.0971,0.475,-1.002
3.660,1.1064,0.455,-1.002
3.680,1.1152,0.435,-0.977
3.700,1.1237,0.415,-0.943
3.720,1.1319,0.397,-0.926
3.740,1.1396,0.379,-0.935
3.760,1.1470,0.360,-0.952
3.780,1.1541,0.341,-0.960
3.800,1.1606,0.321,-0.960
3.820,1.1669,0.302,-0.960
3.840,1.1727,0.283,-0.960
3.860,1.1782,0.264,-0.960
3.880,1.1833,0.245,-0.952
3.900,1.1880,0.225,-0.926
3.920,1.1923,0.207,-0.893
3.940,1.1963,0.190,-0.876
3.960,1.1999,0.173,-0.884
3.980,1.2032,0.155,-0.893
4.000,1.2061,0.136,-0.867
4.020,1.2086,0.119,-0.800
4.040,1.2108,0.104,-0.724
4.060,1.2127,0.091,-0.674
4.080,1.2144,0.078,-0.640
4.100,1.2159,0.065,-0.598
4.120,1.2170,0.054,-0.547
4.140,1.2180,0.043,-0.514
4.160,1.2188,0.033,-0.488
4.180,1.2193,0.023,-0.446
4.200,1.2197,0.015,-0.396
4.220,1.2199,0.008,-0.362
4.240,1.2200,0.001,-0.362
4.260,1.2199,-0.006,-0.379
4.280,1.2198,-0.014,-0.404
4.300,1.2194,-0.022,-0.429
4.320,1.2188,-0.031,-0.455
4.340,1.2182,-0.040,-0.488
4.360,1.2172,-0.051,-0.531
4.380,1.2161,-0.062,-0.589
4.400,1.2148,-0.074,-0.648
4.420,1.2132,-0.088,-0.691
4.440,1.2113,-0.102,-0.707
4.460,1.2091,-0.116,-0.724
4.480,1.2067,-0.130,-0.766
4.500,1.2039,-0.147,-0.825
4.520,1.2009,-0.164,-0.876
4.540,1.1973,-0.182,-0.901
4.560,1.1936,-0.200,-0.918
4.580,1.1893,-0.218,-0.935
4.600,1.1849,-0.237,-0.943
4.620,1.1799,-0.257,-0.926
4.640,1.1745,-0.275,-0.901
4.660,1.1688,-0.292,-0.901
4.680,1.1629,-0.310,-0.926
4.700,1.1565,-0.329,-0.943
4.720,1.1497,-0.349,-0.935
4.740,1.1425,-0.367,-0.926
4.760,1.1350,-0.385,-0.935
4.780,1.1271,-0.404,-0.952
4.800,1.1189,-0.423,-0.960
4.820,1.1102,-0.443,-0.960
4.840,1.1012,-0.462,-0.960
4.860,1.0917,-0.481,-0.960
4.880,1.0819,-0.500,-0.960
4.900,1.0717,-0.519,-0.952
4.920,1.0612,-0.539,-0.926
4.940,1.0501,-0.557,-0.893
4.960,1.0389,-0.574,-0.884
4.980,1.0272,-0.591,-0.909
5.000,1.0152,-0.610,-0.952
5.020,1.0028,-0.630,-0.985
5.040,0.9900,-0.650,-0.994
5.060,0.9769,-0.670,-0.968
5.080,0.9632,-0.689,-0.909
5.100,0.9492,-0.706,-0.834
5.120,0.9349,-0.723,-0.775
5.140,0.9204,-0.737,-0.775
5.160,0.9053,-0.752,-0.842
5.180,0.8904,-0.770,-0.935
5.200,0.8747,-0.790,-0.977
5.220,0.8587,-0.810,-0.985
5.240,0.8423,-0.829,-1.002
5.260,0.8256,-0.850,-1.027
5.280,0.8083,-0.871,-1.019
5.300,0.7906,-0.891,-0.943
5.320,0.7727,-0.909,-0.834
5.340,0.7543,-0.925,-0.699
5.360,0.7356,-0.938,-0.547
5.380,0.7168,-0.947,-0.379
5.400,0.6976,-0.953,-0.185
5.420,0.6786,-0.955,0.008
5.440,0.6594,-0.952,0.152
5.460,0.6404,-0.947,0.177
5.480,0.6216,-0.943,0.084
5.500,0.6028,-0.943,-0.042
5.520,0.5839,-0.946,-0.109
5.540,0.5650,-0.949,-0.093
5.560,0.5459,-0.950,-0.042
5.580,0.5269,-0.950,0.008
5.600,0.5080,-0.950,0.101
5.620,0.4889,-0.948,0.295
5.640,0.4699,-0.940,0.556
5.660,0.4512,-0.925,0.775
5.680,0.4329,-0.906,0.893
5.700,0.4150,-0.888,0.952
5.720,0.3974,-0.869,1.002
5.740,0.3802,-0.848,1.036
5.760,0.3634,-0.827,1.027
5.780,0.3472,-0.806,0.994
5.800,0.3312,-0.787,0.968
5.820,0.3156,-0.768,0.952
5.840,0.3005,-0.749,0.952
5.860,0.2857,-0.731,0.985
5.880,0.2713,-0.710,1.036
5.900,0.2572,-0.688,1.053
5.920,0.2437,-0.667,1.011
5.940,0.2306,-0.648,0.960
5.960,0.2178,-0.630,0.952
5.980,0.2054,-0.610,0.968
6.000,0.1934,-0.590,0.977
6.020,0.1818,-0.571,0.977
6.040,0.1706,-0.552,0.994
6.060,0.1597,-0.532,1.027
6.080,0.1493,-0.510,1.036
6.100,0.1393,-0.489,1.011
6.120,0.1298,-0.470,0.985
6.140,0.1205,-0.451,0.985
6.160,0.1117,-0.430,0.994
6.180,0.1033,-0.410,0.985
6.200,0.0953,-0.391,0.968
6.220,0.0877,-0.372,0.960
6.240,0.0804,-0.353,0.968
6.260,0.0736,-0.333,0.994
6.280,0.0671,-0.313,1.036
6.300,0.0610,-0.292,1.069
6.320,0.0554,-0.270,1.069
6.340,0.0502,-0.249,1.036
6.360,0.0455,-0.228,1.002
6.380,0.0411,-0.209,1.002
6.400,0.0371,-0.189,1.019
6.420,0.0335,-0.168,1.019
6.440,0.0304,-0.148,0.994
6.460,0.0276,-0.128,0.977
6.480,0.0252,-0.109,0.985
6.500,0.0233,-0.089,0.994
6.520,0.0217,-0.069,0.985
6.540,0.0205,-0.050,0.968
6.560,0.0198,-0.030,0.960
6.580,0.0193,-0.011,0.960
6.600,0.0193,0.008,0.960
6.620,0.0196,0.027,0.968
6.640,0.0204,0.046,0.977
6.660,0.0215,0.067,0.977
6.680,0.0230,0.086,0.968
6.700,0.0250,0.105,0.960
6.720,0.0272,0.124,0.960
6.740,0.0300,0.143,0.960
6.760,0.0330,0.163,0.977
6.780,0.0364,0.182,1.011
6.800,0.0403,0.203,1.036
6.820,0.0445,0.224,1.036
6.840,0.0492,0.245,1.019
6.860,0.0543,0.265,1.011
6.880,0.0598,0.285,1.002
6.900,0.0657,0.305,0.977
6.920,0.0720,0.324,0.952
6.940,0.0787,0.343,0.943
6.960,0.0857,0.362,0.952
6.980,0.0931,0.381,0.960
7.000,0.1010,0.400,0.960
7.020,0.1091,0.419,0.960
7.040,0.1177,0.439,0.960
7.060,0.1267,0.458,0.968
7.080,0.1361,0.477,0.985
7.100,0.1458,0.497,0.994
7.120,0.1559,0.517,0.985
7.140,0.1665,0.537,0.977
7.160,0.1774,0.556,0.977
7.180,0.1887,0.576,0.960
7.200,0.2004,0.595,0.918
7.220,0.2126,0.612,0.893
7.240,0.2249,0.630,0.926
7.260,0.2377,0.649,0.994
7.280,0.2509,0.670,1.027
7.300,0.2645,0.691,1.002
7.320,0.2785,0.710,0.952
7.340,0.2930,0.729,0.918
7.360,0.3076,0.747,0.918
7.380,0.3228,0.765,0.935
7.400,0.3383,0.784,0.960
7.420,0.3541,0.803,0.985
7.440,0.3705,0.824,0.994
7.460,0.3871,0.844,0.977
7.480,0.4042,0.863,0.943
7.500,0.4216,0.881,0.909
7.520,0.4395,0.899,0.842
7.540,0.4575,0.917,0.674
7.560,0.4762,0.929,0.396
7.580,0.4949,0.933,0.143
7.600,0.5135,0.931,0.034
7.620,0.5321,0.932,0.017
7.640,0.5507,0.934,-0.051
7.660,0.5696,0.932,-0.194
7.680,0.5881,0.925,-0.269
7.700,0.6064,0.918,-0.211
7.720,0.6247,0.916,-0.093
7.740,0.6431,0.916,-0.017
7.760,0.6614,0.916,-0.008
7.780,0.6797,0.916,-0.059
7.800,0.6980,0.915,-0.177
7.820,0.7163,0.909,-0.354
7.840,0.7345,0.900,-0.547
7.860,0.7523,0.887,-0.741
7.880,0.7700,0.871,-0.935
7.900,0.7872,0.850,-1.086
7.920,0.8041,0.826,-1.145
7.940,0.8202,0.802,-1.103
7.960,0.8361,0.781,-1.019
7.980,0.8515,0.762,-0.952
8.000,0.8665,0.744,-0.943
8.020,0.8812,0.726,-0.994
8.040,0.8956,0.704,-1.053
8.060,0.9095,0.682,-1.053
8.080,0.9228,0.661,-0.994
8.100,0.9359,0.643,-0.935
8.120,0.9485,0.625,-0.909
8.140,0.9609,0.606,-0.926
8.160,0.9728,0.588,-0.968
8.180,0.9844,0.568,-1.019
8.200,0.9956,0.547,-1.036
8.220,1.0062,0.525,-1.002
8.240,1.0165,0.506,-0.952
8.260,1.0265,0.488,-0.918
8.280,1.0361,0.470,-0.918
8.300,1.0453,0.452,-0.943
8.320,1.0541,0.433,-0.968
8.340,1.0626,0.412,-0.968
8.360,1.0706,0.393,-0.952
8.380,1.0783,0.375,-0.952
8.400,1.0857,0.356,-0.977
8.420,1.0926,0.335,-0.994
8.440,1.0990,0.315,-0.985
8.460,1.1052,0.296,-0.977
8.480,1.1109,0.277,-0.977
8.500,1.1162,0.257,-0.977
8.520,1.1212,0.237,-0.968
8.540,1.1257,0.218,-0.960
8.560,1.1299,0.199,-0.960
8.580,1.1337,0.180,-0.952
8.600,1.1371,0.161,-0.935
8.620,1.1401,0.142,-0.926
8.640,1.1428,0.124,-0.943
8.660,1.1451,0.105,-0.977
8.680,1.1470,0.085,-0.994
8.700,1.1485,0.065,-0.985
8.720,1.1496,0.045,-0.968
8.740,1.1503,0.026,-0.960
8.760,1.1507,0.007,-0.960
8.780,1.1505,-0.012,-0.960
8.800,1.1502,-0.031,-0.960
8.820,1.1493,-0.051,-0.960
8.840,1.1481,-0.070,-0.968
8.860,1.1465,-0.089,-0.977
8.880,1.1446,-0.109,-0.968
8.900,1.1422,-0.128,-0.935
8.920,1.1394,-0.147,-0.901
8.940,1.1363,-0.164,-0.901
8.960,1.1328,-0.182,-0.926
8.980,1.1291,-0.201,-0.952
9.000,1.1248,-0.220,-0.952
9.020,1.1202,-0.239,-0.943
9.040,1.1152,-0.258,-0.952
9.060,1.1099,-0.277,-0.977
9.080,1.1042,-0.297,-0.994
9.100,1.0980,-0.317,-0.977
9.120,1.0915,-0.337,-0.943
9.140,1.0846,-0.355,-0.926
9.160,1.0773,-0.373,-0.943
9.180,1.0697,-0.392,-0.968
9.200,1.0617,-0.412,-0.960
9.220,1.0532,-0.431,-0.909
9.240,1.0443,-0.449,-0.859
9.260,1.0352,-0.465,-0.859
9.280,1.0258,-0.482,-0.909
9.300,1.0159,-0.501,-0.977
9.320,1.0057,-0.521,-1.019
9.340,0.9951,-0.543,-1.019
9.360,0.9840,-0.563,-0.985
9.380,0.9725,-0.582,-0.935
9.400,0.9608,-0.600,-0.893
9.420,0.9485,-0.617,-0.859
9.440,0.9360,-0.635,-0.825
9.460,0.9232,-0.651,-0.800
9.480,0.9100,-0.666,-0.817
9.500,0.8965,-0.682,-0.884
9.520,0.8828,-0.701,-0.952
9.540,0.8685,-0.722,-0.968
9.560,0.8538,-0.741,-0.960
9.580,0.8389,-0.759,-0.977
9.600,0.8235,-0.779,-1.002
9.620,0.8077,-0.800,-0.994
9.640,0.7915,-0.820,-0.935
9.660,0.7749,-0.838,-0.851
9.680,0.7580,-0.854,-0.741
9.700,0.7407,-0.868,-0.598
9.720,0.7232,-0.878,-0.446
9.740,0.7055,-0.885,-0.286
9.760,0.6878,-0.890,-0.109
9.780,0.6699,-0.890,0.076
9.800,0.6520,-0.886,0.194
9.820,0.6344,-0.880,0.168
9.840,0.6169,-0.877,0.042
9.860,0.5994,-0.879,-0.076
9.880,0.5818,-0.882,-0.101
9.900,0.5640,-0.884,-0.059
9.920,0.5464,-0.884,-0.025
9.940,0.5287,-0.884,0.000
9.960,0.5110,-0.885,0.067
9.980,0.4933,-0.883,0.227
10.000,0.4756,-0.877,0.463
10.020,0.4581,-0.865,0.699
10.040,0.4409,-0.848,0.859
10.060,0.4242,-0.829,0.918
10.080,0.4078,-0.810,0.935
10.100,0.3918,-0.792,0.968
10.120,0.3760,-0.772,1.011
10.140,0.3609,-0.751,1.019
10.160,0.3461,-0.731,0.994
10.180,0.3317,-0.711,0.968
10.200,0.3176,-0.692,0.960
10.220,0.3040,-0.673,0.960
10.240,0.2907,-0.654,0.968
10.260,0.2778,-0.635,0.994
10.280,0.2653,-0.614,1.027
10.300,0.2532,-0.593,1.044
10.320,0.2416,-0.572,1.019
10.340,0.2304,-0.552,0.968
10.360,0.2195,-0.534,0.935
10.380,0.2091,-0.515,0.943
10.400,0.1989,-0.496,0.977
10.420,0.1892,-0.476,0.994
10.440,0.1798,-0.456,0.994
10.460,0.1710,-0.437,1.002
10.480,0.1624,-0.416,1.027
10.500,0.1542,-0.395,1.044
10.520,0.1466,-0.374,1.027
10.540,0.1393,-0.354,1.002
10.560,0.1324,-0.334,0.994
10.580,0.1260,-0.314,0.994
10.600,0.1198,-0.294,0.985
10.620,0.1142,-0.275,0.968
10.640,0.1089,-0.256,0.968
10.660,0.1039,-0.236,0.977
10.680,0.0994,-0.216,0.977
10.700,0.0953,-0.197,0.977
10.720,0.0916,-0.178,0.985
10.740,0.0882,-0.158,1.002
10.760,0.0852,-0.137,1.011
10.780,0.0827,-0.117,1.011
10.800,0.0805,-0.097,1.002
10.820,0.0788,-0.077,0.977
10.840,0.0775,-0.058,0.952
10.860,0.0765,-0.039,0.952
10.880,0.0759,-0.020,0.977
10.900,0.0757,0.000,1.002
10.920,0.0759,0.020,1.002
10.940,0.0765,0.040,0.977
10.960,0.0775,0.060,0.943
10.980,0.0789,0.078,0.926
11.000,0.0806,0.096,0.943
11.020,0.0827,0.115,0.968
11.040,0.0852,0.135,0.977
11.060,0.0882,0.155,0.977
11.080,0.0914,0.174,0.985
11.100,0.0951,0.194,0.994
11.120,0.0992,0.214,0.977
11.140,0.1037,0.233,0.952
11.160,0.1085,0.252,0.952
11.180,0.1137,0.271,0.977
11.200,0.1193,0.291,0.994
11.220,0.1254,0.311,0.977
11.240,0.1318,0.330,0.952
11.260,0.1386,0.349,0.952
11.280,0.1458,0.368,0.977
11.300,0.1533,0.388,1.002
11.320,0.1613,0.408,1.011
11.340,0.1696,0.428,1.002
11.360,0.1784,0.449,0.977
11.380,0.1876,0.468,0.935
11.400,0.1972,0.486,0.901
11.420,0.2070,0.503,0.901
11.440,0.2173,0.521,0.935
11.460,0.2279,0.541,0.985
11.480,0.2389,0.561,1.019
11.500,0.2503,0.582,1.019
11.520,0.2622,0.602,0.985
11.540,0.2744,0.621,0.943
11.560,0.2870,0.640,0.918
11.580,0.3000,0.658,0.909
11.600,0.3133,0.676,0.918
11.620,0.3270,0.694,0.943
11.640,0.3411,0.713,0.985
11.660,0.3555,0.734,1.019
11.680,0.3705,0.755,1.002
11.700,0.3857,0.775,0.935
11.720,0.4015,0.792,0.867
11.740,0.4175,0.808,0.851
11.760,0.4338,0.826,0.851
11.780,0.4505,0.844,0.766
11.800,0.4676,0.859,0.547
11.820,0.4849,0.867,0.269
11.840,0.5024,0.868,0.084
11.860,0.5197,0.867,0.042
11.880,0.5369,0.869,0.034
11.900,0.5544,0.871,-0.067
11.920,0.5720,0.868,-0.219
11.940,0.5892,0.860,-0.269
11.960,0.6063,0.854,-0.177
11.980,0.6233,0.853,-0.042
12.000,0.6404,0.854,0.017
12.020,0.6575,0.855,-0.008
12.040,0.6746,0.854,-0.076
12.060,0.6917,0.852,-0.177
12.080,0.7087,0.848,-0.320
12.100,0.7256,0.840,-0.497
12.120,0.7424,0.828,-0.657
12.140,0.7587,0.812,-0.792
12.160,0.7749,0.796,-0.926
12.180,0.7906,0.776,-1.053
12.200,0.8060,0.753,-1.120
12.220,0.8207,0.730,-1.086
12.240,0.8351,0.708,-1.002
12.260,0.8491,0.690,-0.935
12.280,0.8627,0.672,-0.926
12.300,0.8760,0.654,-0.977
12.320,0.8889,0.634,-1.036
12.340,0.9013,0.611,-1.061
12.360,0.9133,0.590,-1.027
12.380,0.9249,0.570,-0.968
12.400,0.9361,0.552,-0.935
12.420,0.9469,0.534,-0.935
12.440,0.9575,0.514,-0.952
12.460,0.9676,0.495,-0.960
12.480,0.9773,0.476,-0.960
12.500,0.9866,0.457,-0.968
12.520,0.9956,0.438,-0.985
12.540,1.0041,0.417,-1.002
12.560,1.0123,0.397,-1.002
12.580,1.0199,0.377,-0.977
12.600,1.0273,0.358,-0.952
12.620,1.0342,0.340,-0.943
12.640,1.0409,0.320,-0.943
12.660,1.0471,0.301,-0.926
12.680,1.0529,0.283,-0.909
12.700,1.0584,0.266,-0.926
12.720,1.0636,0.247,-0.968
12.740,1.0683,0.226,-1.002
12.760,1.0726,0.206,-1.011
12.780,1.0766,0.186,-1.002
12.800,1.0801,0.166,-0.968
12.820,1.0831,0.147,-0.926
12.840,1.0859,0.129,-0.918
12.860,1.0883,0.111,-0.952
12.880,1.0904,0.091,-0.985
12.900,1.0920,0.071,-0.977
12.920,1.0932,0.052,-0.943
12.940,1.0940,0.033,-0.918
12.960,1.0945,0.015,-0.918
12.980,1.0946,-0.003,-0.935
13.000,1.0944,-0.022,-0.943
13.020,1.0938,-0.041,-0.935
13.040,1.0927,-0.060,-0.926
13.060,1.0914,-0.078,-0.943
13.080,1.0897,-0.097,-0.968
13.100,1.0875,-0.117,-0.968
13.120,1.0849,-0.136,-0.943
13.140,1.0820,-0.155,-0.926
13.160,1.0787,-0.173,-0.935
13.180,1.0751,-0.192,-0.952
13.200,1.0711,-0.211,-0.960
13.220,1.0666,-0.230,-0.960
13.240,1.0619,-0.250,-0.960
13.260,1.0567,-0.269,-0.952
13.280,1.0511,-0.288,-0.926
13.300,1.0452,-0.306,-0.893
13.320,1.0389,-0.323,-0.876
13.340,1.0322,-0.341,-0.893
13.360,1.0253,-0.359,-0.935
13.380,1.0179,-0.378,-0.977
13.400,1.0101,-0.398,-1.002
13.420,1.0020,-0.418,-1.011
13.440,0.9934,-0.439,-1.002
13.460,0.9844,-0.459,-0.977
13.480,0.9751,-0.478,-0.935
13.500,0.9652,-0.496,-0.893
13.520,0.9552,-0.513,-0.876
13.540,0.9448,-0.531,-0.876
13.560,0.9340,-0.549,-0.859
13.580,0.9228,-0.566,-0.825
13.600,0.9113,-0.581,-0.825
13.620,0.8995,-0.597,-0.893
13.640,0.8875,-0.616,-0.968
13.660,0.8749,-0.638,-0.968
13.680,0.8619,-0.657,-0.918
13.700,0.8486,-0.673,-0.909
13.720,0.8350,-0.691,-0.968
13.740,0.8211,-0.712,-1.019
13.760,0.8065,-0.734,-0.994
13.780,0.7916,-0.753,-0.918
13.800,0.7764,-0.770,-0.834
13.820,0.7608,-0.786,-0.741
13.840,0.7449,-0.800,-0.623
13.860,0.7288,-0.811,-0.480
13.880,0.7124,-0.820,-0.337
13.900,0.6959,-0.825,-0.202
13.920,0.6794,-0.828,-0.067
13.940,0.6628,-0.828,0.067
13.960,0.6462,-0.825,0.152
13.980,0.6298,-0.820,0.126
14.000,0.6135,-0.818,0.017
14.020,0.5972,-0.820,-0.076
14.040,0.5807,-0.823,-0.067
14.060,0.5642,-0.824,2.803E-13
14.080,0.5477,-0.822,0.042
14.100,0.5314,-0.821,0.034
14.120,0.5150,-0.821,0.042
14.140,0.4985,-0.821,0.152
14.160,0.4821,-0.816,0.362
14.180,0.4658,-0.806,0.598
14.200,0.4498,-0.791,0.766
14.220,0.4341,-0.774,0.842
14.240,0.4188,-0.757,0.876
14.260,0.4038,-0.740,0.918
14.280,0.3893,-0.720,0.968
14.300,0.3749,-0.700,1.002
14.320,0.3612,-0.680,1.002
14.340,0.3478,-0.660,0.994
14.360,0.3348,-0.641,0.985
14.380,0.3222,-0.620,0.977
14.400,0.3099,-0.601,0.960
14.420,0.2982,-0.582,0.943
14.440,0.2867,-0.564,0.960
14.460,0.2756,-0.545,0.994
14.480,0.2648,-0.523,1.019
14.500,0.2547,-0.503,1.019
14.520,0.2448,-0.483,1.011
14.540,0.2352,-0.463,1.002
14.560,0.2263,-0.443,0.977
14.580,0.2177,-0.423,0.952
14.600,0.2093,-0.405,0.952
14.620,0.2014,-0.386,0.977
14.640,0.1939,-0.366,1.002
14.660,0.1867,-0.346,1.002
14.680,0.1801,-0.325,0.985
14.700,0.1738,-0.306,0.977
14.720,0.1678,-0.287,0.985
14.740,0.1622,-0.267,1.002
14.760,0.1572,-0.247,1.011
14.780,0.1524,-0.226,1.011
14.800,0.1481,-0.206,1.011
14.820,0.1442,-0.186,1.011
14.840,0.1407,-0.166,1.011
14.860,0.1375,-0.146,1.011
14.880,0.1348,-0.125,1.011
14.900,0.1325,-0.105,1.011
14.920,0.1306,-0.085,1.002
14.940,0.1291,-0.065,0.985
14.960,0.1281,-0.045,0.968
14.980,0.1273,-0.026,0.960
15.000,0.1270,-0.007,0.960
15.020,0.1271,0.012,0.960
15.040,0.1274,0.031,0.968
15.060,0.1283,0.051,0.985
15.080,0.1295,0.071,1.002
15.100,0.1311,0.091,1.002
15.120,0.1331,0.111,0.985
15.140,0.1356,0.130,0.977
15.160,0.1384,0.150,0.994
15.180,0.1415,0.170,1.019
15.200,0.1452,0.191,1.019
15.220,0.1492,0.211,0.994
15.240,0.1536,0.230,0.968
15.260,0.1584,0.250,0.960
15.280,0.1636,0.269,0.960
