"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
4.720,0.2006,-0.536,1.019
4.740,0.1900,-0.514,1.061
4.760,0.1800,-0.492,1.061
4.780,0.1704,-0.471,1.011
4.800,0.1612,-0.452,0.960
4.820,0.1523,-0.434,0.943
4.840,0.1438,-0.414,0.952
4.860,0.1357,-0.395,0.968
4.880,0.1281,-0.376,0.985
4.900,0.1207,-0.356,1.011
4.920,0.1137,-0.335,1.027
4.940,0.1073,-0.314,1.027
4.960,0.1011,-0.294,1.019
4.980,0.0956,-0.274,1.011
5.000,0.0902,-0.254,1.027
5.020,0.0854,-0.233,1.053
5.040,0.0809,-0.211,1.061
5.060,0.0769,-0.190,1.044
5.080,0.0734,-0.170,1.019
5.100,0.0701,-0.150,1.011
5.120,0.0673,-0.129,1.011
5.140,0.0650,-0.109,1.011
5.160,0.0629,-0.089,1.019
5.180,0.0614,-0.069,1.027
5.200,0.0603,-0.047,1.019
5.220,0.0594,-0.027,0.994
5.240,0.0592,-0.008,0.968
5.260,0.0592,0.011,0.968
5.280,0.0595,0.030,0.985
5.300,0.0604,0.051,1.002
5.320,0.0616,0.071,1.011
5.340,0.0632,0.091,1.011
5.360,0.0652,0.111,1.011
5.380,0.0677,0.131,1.011
5.400,0.0705,0.152,1.011
5.420,0.0737,0.172,1.011
5.440,0.0774,0.192,1.019
5.460,0.0814,0.212,1.027
5.480,0.0859,0.233,1.019
5.500,0.0907,0.254,0.994
5.520,0.0960,0.273,0.977
5.540,0.1016,0.292,0.985
5.560,0.1077,0.312,0.994
5.580,0.1141,0.332,0.985
5.600,0.1210,0.352,0.968
5.620,0.1282,0.371,0.960
5.640,0.1358,0.390,0.952
5.660,0.1438,0.409,0.943
5.680,0.1522,0.427,0.952
5.700,0.1609,0.447,0.977
5.720,0.1700,0.467,1.002
5.740,0.1796,0.487,1.011
5.760,0.1895,0.507,1.011
5.780,0.1998,0.527,0.994
5.800,0.2106,0.548,0.960
5.820,0.2218,0.566,0.935
5.840,0.2333,0.584,0.935
5.860,0.2451,0.603,0.943
5.880,0.2574,0.622,0.935
5.900,0.2701,0.641,0.943
5.920,0.2830,0.659,0.985
5.940,0.2964,0.680,1.019
5.960,0.3102,0.701,1.002
5.980,0.3245,0.720,0.952
6.000,0.3390,0.739,0.926
6.020,0.3540,0.757,0.935
6.040,0.3694,0.776,0.960
6.060,0.3850,0.795,0.994
6.080,0.4011,0.815,1.019
6.100,0.4176,0.837,1.011
6.120,0.4346,0.857,0.960
6.140,0.4519,0.875,0.893
6.160,0.4696,0.892,0.808
6.180,0.4876,0.908,0.657
6.200,0.5060,0.921,0.413
6.220,0.5246,0.926,0.152
6.240,0.5431,0.925,-0.025
6.260,0.5616,0.923,-0.101
6.280,0.5800,0.921,-0.143
6.300,0.5984,0.918,-0.185
6.320,0.6167,0.912,-0.202
6.340,0.6349,0.908,-0.160
6.360,0.6530,0.905,-0.067
6.380,0.6712,0.905,0.025
6.400,0.6891,0.907,0.067
6.420,0.7074,0.909,-3.442E-13
6.440,0.7256,0.909,-0.168
6.460,0.7438,0.903,-0.387
6.480,0.7619,0.893,-0.589
6.500,0.7796,0.879,-0.749
6.520,0.7971,0.863,-0.901
6.540,0.8142,0.844,-1.044
6.560,0.8309,0.821,-1.137
6.580,0.8470,0.796,-1.128
6.600,0.8627,0.774,-1.044
6.620,0.8779,0.755,-0.960
6.640,0.8929,0.737,-0.935
6.660,0.9074,0.718,-0.977
6.680,0.9216,0.698,-1.036
6.700,0.9354,0.676,-1.053
6.720,0.9486,0.655,-1.011
6.740,0.9615,0.636,-0.960
6.760,0.9741,0.617,-0.943
6.780,0.9862,0.598,-0.952
6.800,0.9980,0.579,-0.960
6.820,1.0094,0.560,-0.960
6.840,1.0204,0.541,-0.968
6.860,1.0310,0.521,-0.994
6.880,1.0413,0.501,-1.019
6.900,1.0511,0.480,-1.011
6.920,1.0604,0.460,-0.960
6.940,1.0694,0.442,-0.918
6.960,1.0781,0.424,-0.926
6.980,1.0864,0.405,-0.960
7.000,1.0944,0.385,-0.977
7.020,1.1018,0.366,-0.968
7.040,1.1089,0.347,-0.960
7.060,1.1157,0.327,-0.960
7.080,1.1220,0.308,-0.960
7.100,1.1280,0.289,-0.968
7.120,1.1337,0.270,-0.985
7.140,1.1388,0.250,-1.002
7.160,1.1436,0.229,-1.011
7.180,1.1480,0.209,-0.994
7.200,1.1520,0.189,-0.960
7.220,1.1555,0.171,-0.935
7.240,1.1588,0.153,-0.943
7.260,1.1617,0.133,-0.968
7.280,1.1641,0.113,-0.977
7.300,1.1662,0.094,-0.968
7.320,1.1679,0.075,-0.960
7.340,1.1692,0.056,-0.952
7.360,1.1701,0.036,-0.935
7.380,1.1707,0.018,-0.926
7.400,1.1708,0.000,-0.935
7.420,1.1707,-0.019,-0.952
7.440,1.1701,-0.038,-0.960
7.460,1.1691,-0.058,-0.960
7.480,1.1678,-0.077,-0.960
7.500,1.1661,-0.096,-0.952
7.520,1.1639,-0.115,-0.935
7.540,1.1614,-0.133,-0.926
7.560,1.1585,-0.152,-0.935
7.580,1.1554,-0.171,-0.952
7.600,1.1517,-0.190,-0.952
7.620,1.1477,-0.209,-0.943
7.640,1.1434,-0.227,-0.952
7.660,1.1387,-0.247,-0.977
7.680,1.1336,-0.267,-1.002
7.700,1.1280,-0.287,-1.002
7.720,1.1220,-0.307,-0.985
7.740,1.1157,-0.326,-0.960
7.760,1.1089,-0.346,-0.935
7.780,1.1019,-0.364,-0.926
7.800,1.0944,-0.382,-0.926
7.820,1.0866,-0.401,-0.926
7.840,1.0784,-0.419,-0.918
7.860,1.0698,-0.438,-0.918
7.880,1.0609,-0.456,-0.943
7.900,1.0516,-0.475,-0.977
7.920,1.0419,-0.495,-1.002
7.940,1.0318,-0.515,-1.002
7.960,1.0213,-0.536,-0.977
7.980,1.0104,-0.555,-0.943
8.000,0.9991,-0.573,-0.918
8.020,0.9874,-0.591,-0.909
8.040,0.9754,-0.609,-0.901
8.060,0.9631,-0.628,-0.884
8.080,0.9503,-0.645,-0.884
8.100,0.9372,-0.662,-0.918
8.120,0.9239,-0.681,-0.952
8.140,0.9101,-0.701,-0.935
8.160,0.8958,-0.719,-0.893
8.180,0.8812,-0.736,-0.901
8.200,0.8664,-0.754,-0.977
8.220,0.8511,-0.775,-1.044
8.240,0.8354,-0.797,-1.036
8.260,0.8192,-0.818,-0.960
8.280,0.8026,-0.836,-0.859
8.300,0.7858,-0.852,-0.749
8.320,0.7686,-0.866,-0.615
8.340,0.7511,-0.877,-0.446
8.360,0.7334,-0.884,-0.244
8.380,0.7157,-0.887,-0.034
8.400,0.6979,-0.885,0.135
8.420,0.6802,-0.880,0.194
8.440,0.6627,-0.875,0.118
8.460,0.6452,-0.874,-0.017
8.480,0.6278,-0.877,-0.109
8.500,0.6102,-0.880,-0.109
8.520,0.5925,-0.882,-0.059
8.540,0.5749,-0.882,-0.025
8.560,0.5572,-0.882,-0.008
8.580,0.5396,-0.883,0.051
8.600,0.5219,-0.882,0.219
8.620,0.5042,-0.876,0.472
8.640,0.4867,-0.863,0.707
8.660,0.4696,-0.846,0.851
8.680,0.4529,-0.828,0.909
8.700,0.4365,-0.809,0.943
8.720,0.4205,-0.790,0.985
8.740,0.4049,-0.770,1.019
8.760,0.3897,-0.749,1.019
8.780,0.3749,-0.729,0.994
8.800,0.3606,-0.709,0.968
8.820,0.3466,-0.690,0.968
8.840,0.3330,-0.671,0.985
8.860,0.3198,-0.651,1.002
8.880,0.3069,-0.631,1.011
8.900,0.2945,-0.610,1.011
8.920,0.2825,-0.590,1.011
8.940,0.2709,-0.570,1.002
8.960,0.2597,-0.550,0.985
8.980,0.2490,-0.531,0.968
9.000,0.2385,-0.511,0.960
9.020,0.2285,-0.492,0.960
9.040,0.2189,-0.473,0.968
9.060,0.2095,-0.454,0.994
9.080,0.2007,-0.434,1.027
9.100,0.1922,-0.412,1.044
9.120,0.1842,-0.391,1.027
9.140,0.1766,-0.371,1.002
9.160,0.1694,-0.352,0.994
9.180,0.1625,-0.331,1.002
9.200,0.1561,-0.311,1.002
9.220,0.1501,-0.291,0.985
9.240,0.1444,-0.272,0.968
9.260,0.1392,-0.253,0.960
9.280,0.1344,-0.233,0.968
9.300,0.1299,-0.214,0.994
9.320,0.1257,-0.194,1.019
9.340,0.1221,-0.173,1.019
9.360,0.1188,-0.153,1.002
9.380,0.1160,-0.133,0.994
9.400,0.1135,-0.113,1.002
9.420,0.1114,-0.093,1.002
9.440,0.1099,-0.073,0.994
9.460,0.1085,-0.054,1.002
9.480,0.1077,-0.033,1.027
9.500,0.1072,-0.012,1.053
9.520,0.1072,0.009,1.053
9.540,0.1076,0.030,1.027
9.560,0.1084,0.051,0.985
9.580,0.1096,0.070,0.952
9.600,0.1112,0.088,0.952
9.620,0.1131,0.107,0.977
9.640,0.1154,0.127,0.994
9.660,0.1182,0.148,0.985
9.680,0.1214,0.167,0.977
9.700,0.1249,0.186,0.985
9.720,0.1288,0.206,0.994
9.740,0.1331,0.226,0.985
9.760,0.1379,0.246,0.977
9.780,0.1430,0.265,0.977
9.800,0.1484,0.285,0.968
9.820,0.1544,0.304,0.952
9.840,0.1607,0.322,0.952
9.860,0.1672,0.342,0.977
9.880,0.1743,0.362,1.002
9.900,0.1818,0.382,1.011
9.920,0.1895,0.402,1.011
9.940,0.1978,0.422,1.002
9.960,0.2065,0.443,0.985
9.980,0.2155,0.462,0.968
10.000,0.2249,0.481,0.952
10.020,0.2348,0.500,0.935
10.040,0.2449,0.518,0.918
10.060,0.2555,0.537,0.918
10.080,0.2664,0.555,0.943
10.100,0.2777,0.574,0.985
10.120,0.2893,0.594,1.019
10.140,0.3015,0.615,1.011
10.160,0.3139,0.636,0.968
10.180,0.3269,0.654,0.926
10.200,0.3401,0.672,0.918
10.220,0.3537,0.690,0.935
10.240,0.3678,0.709,0.952
10.260,0.3821,0.729,0.968
10.280,0.3969,0.748,0.985
10.300,0.4120,0.768,0.994
10.320,0.4276,0.788,0.977
10.340,0.4436,0.807,0.935
10.360,0.4599,0.826,0.876
10.380,0.4766,0.843,0.766
10.400,0.4937,0.858,0.564
10.420,0.5110,0.867,0.303
10.440,0.5285,0.869,0.084
10.460,0.5458,0.868,-0.025
10.480,0.5631,0.867,-0.067
10.500,0.5805,0.866,-0.109
10.520,0.5978,0.863,-0.160
10.540,0.6150,0.859,-0.177
10.560,0.6321,0.855,-0.143
10.580,0.6492,0.853,-0.076
10.600,0.6662,0.852,1.582E-13
10.620,0.6833,0.853,0.042
10.640,0.7003,0.855,0.008
10.660,0.7175,0.855,-0.126
10.680,0.7346,0.851,-0.312
10.700,0.7516,0.842,-0.488
10.720,0.7683,0.831,-0.632
10.740,0.7848,0.816,-0.758
10.760,0.8011,0.800,-0.893
10.780,0.8168,0.781,-1.027
10.800,0.8323,0.759,-1.128
10.820,0.8473,0.735,-1.137
10.840,0.8617,0.711,-1.053
10.860,0.8756,0.692,-0.952
10.880,0.8893,0.675,-0.918
10.900,0.9027,0.657,-0.960
10.920,0.9157,0.637,-1.019
10.940,0.9281,0.615,-1.044
10.960,0.9403,0.594,-1.027
10.980,0.9519,0.574,-0.985
11.000,0.9632,0.555,-0.943
11.020,0.9741,0.537,-0.926
11.040,0.9846,0.518,-0.935
11.060,0.9948,0.499,-0.952
11.080,1.0047,0.480,-0.960
11.100,1.0140,0.461,-0.968
11.120,1.0231,0.442,-0.994
11.140,1.0317,0.421,-1.019
11.160,1.0399,0.400,-1.027
11.180,1.0477,0.380,-1.011
11.200,1.0551,0.360,-0.977
11.220,1.0621,0.341,-0.935
11.240,1.0687,0.322,-0.901
11.260,1.0750,0.305,-0.909
11.280,1.0809,0.287,-0.952
11.300,1.0865,0.267,-0.985
11.320,1.0916,0.247,-0.985
11.340,1.0963,0.227,-0.968
11.360,1.1007,0.208,-0.960
11.380,1.1047,0.189,-0.960
11.400,1.1082,0.170,-0.968
11.420,1.1115,0.151,-0.985
11.440,1.1143,0.130,-0.994
11.460,1.1167,0.110,-0.985
11.480,1.1186,0.091,-0.968
11.500,1.1203,0.072,-0.960
11.520,1.1216,0.053,-0.960
11.540,1.1224,0.033,-0.960
11.560,1.1229,0.014,-0.968
11.580,1.1230,-0.005,-0.985
11.600,1.1226,-0.025,-0.994
11.620,1.1220,-0.045,-0.977
11.640,1.1208,-0.065,-0.943
11.660,1.1194,-0.083,-0.935
11.680,1.1176,-0.101,-0.960
11.700,1.1154,-0.121,-0.985
11.720,1.1127,-0.141,-0.977
11.740,1.1097,-0.161,-0.952
11.760,1.1063,-0.179,-0.943
11.780,1.1025,-0.198,-0.952
11.800,1.0984,-0.217,-0.960
11.820,1.0938,-0.236,-0.960
11.840,1.0889,-0.256,-0.960
11.860,1.0836,-0.275,-0.952
11.880,1.0779,-0.294,-0.926
11.900,1.0718,-0.312,-0.901
11.920,1.0654,-0.329,-0.901
11.940,1.0586,-0.348,-0.935
11.960,1.0516,-0.367,-0.977
11.980,1.0439,-0.387,-1.002
12.000,1.0361,-0.407,-1.011
12.020,1.0277,-0.427,-1.002
12.040,1.0190,-0.448,-0.977
12.060,1.0098,-0.467,-0.943
12.080,1.0003,-0.485,-0.918
12.100,0.9903,-0.503,-0.909
12.120,0.9802,-0.521,-0.918
12.140,0.9695,-0.540,-0.926
12.160,0.9586,-0.559,-0.926
12.180,0.9472,-0.577,-0.918
12.200,0.9354,-0.595,-0.909
12.220,0.9234,-0.613,-0.909
12.240,0.9109,-0.632,-0.893
12.260,0.8981,-0.650,-0.867
12.280,0.8850,-0.666,-0.876
12.300,0.8714,-0.683,-0.943
12.320,0.8577,-0.703,-1.036
12.340,0.8434,-0.726,-1.061
12.360,0.8286,-0.748,-0.994
12.380,0.8134,-0.766,-0.884
12.400,0.7979,-0.782,-0.792
12.420,0.7821,-0.797,-0.716
12.440,0.7660,-0.811,-0.606
12.460,0.7496,-0.823,-0.446
12.480,0.7330,-0.830,-0.261
12.500,0.7164,-0.833,-0.084
12.520,0.6997,-0.833,0.059
12.540,0.6831,-0.830,0.143
12.560,0.6665,-0.826,0.143
12.580,0.6501,-0.823,0.059
12.600,0.6336,-0.823,-0.051
12.620,0.6172,-0.826,-0.109
12.640,0.6006,-0.829,-0.076
12.660,0.5840,-0.830,-3.025E-13
12.680,0.5674,-0.828,0.034
12.700,0.5509,-0.827,0.017
12.720,0.5344,-0.828,0.051
12.740,0.5178,-0.828,0.227
12.760,0.5012,-0.821,0.505
12.780,0.4848,-0.806,0.741
12.800,0.4689,-0.788,0.842
12.820,0.4533,-0.771,0.859
12.840,0.4381,-0.755,0.884
12.860,0.4231,-0.737,0.960
12.880,0.4085,-0.716,1.036
12.900,0.3945,-0.694,1.053
12.920,0.3808,-0.673,1.011
12.940,0.3675,-0.654,0.952
12.960,0.3547,-0.636,0.926
12.980,0.3421,-0.617,0.943
13.000,0.3300,-0.598,0.977
13.020,0.3182,-0.578,1.011
13.040,0.3068,-0.558,1.036
13.060,0.2959,-0.537,1.044
13.080,0.2853,-0.515,1.027
13.100,0.2753,-0.495,0.985
13.120,0.2656,-0.476,0.952
13.140,0.2562,-0.458,0.952
13.160,0.2473,-0.439,0.977
13.180,0.2386,-0.418,0.994
13.200,0.2305,-0.398,0.985
13.220,0.2228,-0.379,0.977
13.240,0.2154,-0.360,0.985
13.260,0.2083,-0.340,0.994
13.280,0.2018,-0.319,0.985
13.300,0.1956,-0.300,0.977
13.320,0.1898,-0.281,0.985
13.340,0.1843,-0.261,1.002
13.360,0.1793,-0.241,1.011
13.380,0.1747,-0.220,1.019
13.400,0.1705,-0.200,1.027
13.420,0.1667,-0.179,1.027
13.440,0.1633,-0.159,1.019
13.460,0.1604,-0.138,1.011
13.480,0.1578,-0.118,1.002
13.500,0.1557,-0.098,0.985
13.520,0.1539,-0.079,0.977
13.540,0.1525,-0.060,0.985
13.560,0.1515,-0.039,0.994
13.580,0.1510,-0.019,0.977
13.600,0.1507,0.000,0.960
13.620,0.1510,0.018,0.968
13.640,0.1515,0.038,0.994
13.660,0.1524,0.059,1.002
13.680,0.1539,0.079,0.985
13.700,0.1556,0.098,0.977
13.720,0.1578,0.117,0.985
13.740,0.1603,0.137,1.002
13.760,0.1632,0.158,1.002
13.780,0.1666,0.178,0.985
13.800,0.1704,0.197,0.977
13.820,0.1745,0.216,0.994
13.840,0.1790,0.236,1.019
13.860,0.1840,0.258,1.019
13.880,0.1893,0.278,0.994
13.900,0.1951,0.297,0.968
13.920,0.2012,0.316,0.960
13.940,0.2077,0.335,0.960
13.960,0.2146,0.355,0.960
13.980,0.2219,0.374,0.960
14.000,0.2295,0.393,0.960
14.020,0.2377,0.412,0.960
14.040,0.2460,0.431,0.960
14.060,0.2549,0.451,0.952
14.080,0.2641,0.470,0.943
14.100,0.2737,0.488,0.952
14.120,0.2836,0.507,0.977
14.140,0.2939,0.527,0.994
14.160,0.3047,0.548,0.985
14.180,0.3159,0.567,0.968
14.200,0.3274,0.586,0.952
14.220,0.3393,0.605,0.935
14.240,0.3517,0.623,0.926
14.260,0.3643,0.642,0.952
14.280,0.3772,0.661,0.994
14.300,0.3907,0.682,1.011
14.320,0.4045,0.702,0.985
14.340,0.4188,0.722,0.935
14.360,0.4334,0.740,0.893
14.380,0.4484,0.757,0.859
14.400,0.4637,0.774,0.817
14.420,0.4793,0.790,0.724
14.440,0.4954,0.804,0.556
14.460,0.5116,0.813,0.337
14.480,0.5280,0.818,0.135
14.500,0.5443,0.818,0.008
14.520,0.5607,0.816,-0.051
14.540,0.5770,0.815,-0.093
14.560,0.5933,0.813,-0.143
14.580,0.6096,0.809,-0.177
14.600,0.6257,0.805,-0.168
14.620,0.6417,0.802,-0.118
14.640,0.6578,0.800,-0.051
14.660,0.6737,0.800,0.008
14.680,0.6897,0.801,0.017
14.700,0.7059,0.802,-0.051
14.720,0.7219,0.800,-0.177
14.740,0.7379,0.795,-0.337
14.760,0.7538,0.787,-0.505
14.780,0.7694,0.775,-0.657
14.800,0.7848,0.760,-0.775
14.820,0.7998,0.744,-0.876
14.840,0.8145,0.726,-0.985
14.860,0.8289,0.704,-1.086
14.880,0.8428,0.681,-1.120
14.900,0.8561,0.658,-1.069
14.920,0.8691,0.638,-0.977
14.940,0.8816,0.619,-0.909
14.960,0.8938,0.602,-0.909
14.980,0.9057,0.584,-0.960
15.000,0.9172,0.564,-1.019
15.020,0.9283,0.543,-1.044
15.040,0.9389,0.521,-1.027
15.060,0.9491,0.501,-0.994
15.080,0.9589,0.482,-0.968
15.100,0.9684,0.463,-0.960
15.120,0.9775,0.444,-0.952
15.140,0.9861,0.424,-0.935
15.160,0.9945,0.406,-0.935
15.180,1.0024,0.388,-0.960
15.200,1.0100,0.368,-0.994
15.220,1.0171,0.348,-1.002
15.240,1.0238,0.327,-0.985
15.260,1.0302,0.308,-0.977
15.280,1.0362,0.289,-0.985
15.300,1.0418,0.269,-1.002
15.320,1.0470,0.249,-1.002
15.340,1.0517,0.228,-0.977
15.360,1.0561,0.209,-0.952
15.380,1.0601,0.191,-0.943
15.400,1.0637,0.172,-0.943
15.420,1.0670,0.153,-0.935
15.440,1.0698,0.134,-0.926
15.460,1.0723,0.116,-0.943
