"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
4.020,1.1554,0.733,0.084
4.040,1.1701,0.734,0.076
4.060,1.1847,0.735,0.118
4.080,1.1994,0.738,0.185
4.100,1.2142,0.743,0.236
4.120,1.2291,0.748,-0.084
4.140,1.2442,0.753,-2.181
4.160,1.2592,0.717,-6.737
4.180,1.2745,0.511,-11.579
4.200,1.2849,0.181,-12.775
4.220,1.2798,-0.100,-8.977
4.240,1.2756,-0.204,-3.554
4.260,1.2718,-0.181,-0.109
4.280,1.2684,-0.165,0.749
4.300,1.2653,-0.153,0.581
4.320,1.2623,-0.142,0.480
4.340,1.2596,-0.133,0.404
4.360,1.2570,-0.126,0.345
4.380,1.2546,-0.120,0.312
4.400,1.2522,-0.114,0.295
4.420,1.2500,-0.108,0.269
4.440,1.2479,-0.103,0.244
4.460,1.2458,-0.099,0.244
4.480,1.2439,-0.094,0.253
4.500,1.2421,-0.088,0.236
4.520,1.2404,-0.084,0.202
4.540,1.2388,-0.081,0.202
4.560,1.2371,-0.077,0.236
4.580,1.2357,-0.071,0.244
4.600,1.2343,-0.066,0.211
4.620,1.2331,-0.063,0.177
4.640,1.2318,-0.060,0.177
4.660,1.2307,-0.056,0.185
4.680,1.2296,-0.052,0.185
4.700,1.2286,-0.049,0.194
4.720,1.2277,-0.044,0.211
4.740,1.2268,-0.039,0.211
4.760,1.2261,-0.035,0.185
4.780,1.2255,-0.032,0.168
4.800,1.2247,-0.029,0.177
4.820,1.2243,-0.025,0.185
4.840,1.2238,-0.021,0.177
4.860,1.2234,-0.018,0.160
4.880,1.2231,-0.015,0.152
4.900,1.2228,-0.012,0.143
4.920,1.2226,-0.009,0.135
4.940,1.2224,-0.007,0.143
4.960,1.2223,-0.004,0.168
4.980,1.2222,0.000,0.177
5.000,1.2223,0.004,0.152
5.020,1.2224,0.006,0.126
5.040,1.2226,0.008,0.126
5.060,1.2227,0.011,0.143
5.080,1.2231,0.014,0.152
5.100,1.2233,0.017,0.160
5.120,1.2237,0.020,0.168
5.140,1.2241,0.024,0.168
5.160,1.2246,0.027,0.160
5.180,1.2252,0.030,
5.200,1.2258,0.033,
5.220,1.2266,,
