"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
6.040,0.0601,0.061,1.019
6.060,0.0616,0.082,1.027
6.080,0.0634,0.102,1.019
6.100,0.0657,0.122,1.011
6.120,0.0683,0.142,1.011
6.140,0.0714,0.163,1.011
6.160,0.0748,0.183,1.019
6.180,0.0787,0.203,1.019
6.200,0.0829,0.224,0.994
6.220,0.0877,0.244,0.960
6.240,0.0928,0.262,0.952
6.260,0.0981,0.281,0.968
6.280,0.1039,0.301,0.968
6.300,0.1102,0.320,0.952
6.320,0.1168,0.339,0.952
6.340,0.1237,0.358,0.968
6.360,0.1311,0.378,0.968
6.380,0.1388,0.397,0.952
6.400,0.1470,0.415,0.952
6.420,0.1555,0.435,0.985
6.440,0.1643,0.455,1.019
6.460,0.1736,0.476,1.019
6.480,0.1833,0.496,0.985
6.500,0.1935,0.515,0.943
6.520,0.2040,0.534,0.926
6.540,0.2149,0.552,0.935
6.560,0.2260,0.571,0.952
6.580,0.2377,0.590,0.960
6.600,0.2497,0.609,0.960
6.620,0.2620,0.629,0.960
6.640,0.2748,0.648,0.960
6.660,0.2880,0.667,0.960
6.680,0.3015,0.686,0.960
6.700,0.3154,0.705,0.952
6.720,0.3297,0.725,0.943
6.740,0.3444,0.743,0.952
6.760,0.3594,0.762,0.985
6.780,0.3748,0.782,1.019
6.800,0.3907,0.803,1.002
6.820,0.4070,0.824,0.935
6.840,0.4237,0.841,0.867
6.860,0.4407,0.857,0.842
6.880,0.4579,0.874,0.808
6.900,0.4756,0.891,0.674
6.920,0.4937,0.903,0.438
6.940,0.5118,0.908,0.202
6.960,0.5300,0.909,0.051
6.980,0.5482,0.909,-0.042
7.000,0.5664,0.908,-0.135
7.020,0.5846,0.904,-0.219
7.040,0.6027,0.898,-0.227
7.060,0.6205,0.893,-0.135
7.080,0.6383,0.892,-0.017
7.100,0.6562,0.894,0.034
7.120,0.6741,0.895,-2.220E-14
7.140,0.6920,0.894,-0.076
7.160,0.7099,0.892,-0.177
7.180,0.7277,0.888,-0.328
7.200,0.7455,0.880,-0.522
7.220,0.7630,0.867,-0.707
7.240,0.7802,0.851,-0.867
7.260,0.7971,0.833,-1.002
7.280,0.8135,0.810,-1.095
7.300,0.8296,0.787,-1.103
7.320,0.8450,0.765,-1.036
7.340,0.8601,0.746,-0.968
7.360,0.8748,0.728,-0.952
7.380,0.8892,0.708,-0.985
7.400,0.9032,0.688,-1.019
7.420,0.9167,0.667,-1.027
7.440,0.9298,0.647,-1.019
7.460,0.9426,0.627,-0.994
7.480,0.9549,0.606,-0.952
7.500,0.9668,0.588,-0.909
7.520,0.9783,0.571,-0.909
7.540,0.9897,0.553,-0.960
7.560,1.0005,0.533,-1.011
7.580,1.0110,0.511,-1.027
7.600,1.0210,0.491,-1.011
7.620,1.0306,0.471,-0.985
7.640,1.0398,0.452,-0.968
7.660,1.0487,0.433,-0.952
7.680,1.0572,0.413,-0.926
7.700,1.0652,0.395,-0.901
7.720,1.0729,0.378,-0.909
7.740,1.0803,0.360,-0.952
7.760,1.0874,0.340,-0.985
7.780,1.0939,0.319,-0.985
7.800,1.1001,0.300,-0.977
7.820,1.1059,0.281,-0.977
7.840,1.1114,0.261,-0.977
7.860,1.1163,0.242,-0.968
7.880,1.1209,0.222,-0.968
7.900,1.1253,0.203,-0.985
7.920,1.1291,0.183,-0.985
7.940,1.1326,0.163,-0.960
7.960,1.1356,0.145,-0.935
7.980,1.1383,0.126,-0.943
8.000,1.1407,0.107,-0.977
8.020,1.1427,0.087,-0.985
8.040,1.1441,0.067,-0.960
8.060,1.1453,0.049,-0.935
8.080,1.1460,0.030,-0.935
8.100,1.1465,0.011,-0.952
8.120,1.1465,-0.008,-0.952
8.140,1.1462,-0.027,-0.935
8.160,1.1454,-0.045,-0.918
8.180,1.1444,-0.064,-0.909
8.200,1.1429,-0.082,-0.918
8.220,1.1411,-0.100,-0.935
8.240,1.1389,-0.119,-0.952
8.260,1.1363,-0.138,-0.960
8.280,1.1333,-0.158,-0.968
8.300,1.1300,-0.177,-0.985
8.320,1.1263,-0.197,-0.994
8.340,1.1222,-0.217,-0.977
8.360,1.1176,-0.236,-0.943
8.380,1.1127,-0.255,-0.926
8.400,1.1074,-0.273,-0.935
8.420,1.1018,-0.292,-0.952
8.440,1.0957,-0.311,-0.960
8.460,1.0893,-0.330,-0.960
8.480,1.0825,-0.350,-0.952
8.500,1.0754,-0.369,-0.926
8.520,1.0677,-0.387,-0.893
8.540,1.0598,-0.404,-0.884
8.560,1.0516,-0.421,-0.918
8.580,1.0430,-0.441,-0.968
8.600,1.0340,-0.461,-0.994
8.620,1.0245,-0.481,-0.977
8.640,1.0147,-0.500,-0.952
8.660,1.0045,-0.518,-0.943
8.680,0.9940,-0.538,-0.943
8.700,0.9831,-0.557,-0.926
8.720,0.9717,-0.575,-0.901
8.740,0.9600,-0.592,-0.876
8.760,0.9480,-0.610,-0.842
8.780,0.9357,-0.627,-0.817
8.800,0.9228,-0.642,-0.842
8.820,0.9101,-0.659,-0.918
8.840,0.8966,-0.679,-0.960
8.860,0.8828,-0.699,-0.943
8.880,0.8686,-0.716,-0.926
8.900,0.8542,-0.735,-0.960
8.920,0.8393,-0.755,-1.011
8.940,0.8240,-0.776,-1.011
8.960,0.8082,-0.796,-0.943
8.980,0.7921,-0.814,-0.834
9.000,0.7756,-0.830,-0.716
9.020,0.7589,-0.843,-0.598
9.040,0.7419,-0.854,-0.463
9.060,0.7247,-0.862,-0.303
9.080,0.7073,-0.866,-0.135
9.100,0.6900,-0.867,0.017
9.120,0.6726,-0.865,0.118
9.140,0.6553,-0.861,0.135
9.160,0.6382,-0.858,0.059
9.180,0.6211,-0.858,-0.034
9.200,0.6039,-0.861,-0.059
9.220,0.5867,-0.862,-0.017
9.240,0.5693,-0.861,0.017
9.260,0.5522,-0.860,1.610E-13
9.280,0.5350,-0.861,0.008
9.300,0.5178,-0.862,0.126
9.320,0.5004,-0.858,0.354
9.340,0.4834,-0.848,0.589
9.360,0.4665,-0.833,0.749
9.380,0.4500,-0.816,0.834
9.400,0.4339,-0.799,0.893
9.420,0.4180,-0.781,0.968
9.440,0.4026,-0.761,1.036
9.460,0.3876,-0.739,1.053
9.480,0.3730,-0.717,1.011
9.500,0.3589,-0.698,0.960
9.520,0.3451,-0.680,0.952
9.540,0.3317,-0.661,0.968
9.560,0.3187,-0.641,0.977
9.580,0.3061,-0.621,0.977
9.600,0.2938,-0.602,0.985
9.620,0.2819,-0.582,1.002
9.640,0.2705,-0.562,1.011
9.660,0.2595,-0.542,1.011
9.680,0.2488,-0.521,1.002
9.700,0.2386,-0.501,0.977
9.720,0.2288,-0.482,0.952
9.740,0.2194,-0.464,0.952
9.760,0.2103,-0.445,0.977
9.780,0.2015,-0.424,1.002
9.800,0.1933,-0.404,1.011
9.820,0.1854,-0.384,1.019
9.840,0.1779,-0.364,1.036
9.860,0.1709,-0.343,1.044
9.880,0.1642,-0.321,1.036
9.900,0.1580,-0.301,1.019
9.920,0.1522,-0.281,1.011
9.940,0.1467,-0.261,1.002
9.960,0.1418,-0.241,0.985
9.980,0.1371,-0.221,0.968
10.000,0.1329,-0.202,0.960
10.020,0.1290,-0.183,0.968
10.040,0.1256,-0.164,0.985
10.060,0.1225,-0.143,1.002
10.080,0.1198,-0.123,1.002
10.100,0.1176,-0.103,0.994
10.120,0.1157,-0.084,1.002
10.140,0.1142,-0.064,1.019
10.160,0.1131,-0.042,1.019
10.180,0.1125,-0.022,0.994
10.200,0.1123,-0.003,0.977
10.220,0.1124,0.016,0.985
10.240,0.1129,0.036,1.002
10.260,0.1139,0.057,1.002
10.280,0.1152,0.077,0.985
10.300,0.1169,0.096,0.968
10.320,0.1191,0.115,0.960
10.340,0.1215,0.134,0.968
10.360,0.1244,0.154,0.977
10.380,0.1277,0.174,0.977
10.400,0.1313,0.193,0.968
10.420,0.1354,0.212,0.960
10.440,0.1398,0.231,0.960
10.460,0.1447,0.251,0.960
10.480,0.1499,0.270,0.968
10.500,0.1555,0.289,0.994
10.520,0.1614,0.309,1.027
10.540,0.1678,0.330,1.036
10.560,0.1746,0.352,1.002
10.580,0.1819,0.371,0.952
10.600,0.1895,0.389,0.926
10.620,0.1974,0.407,0.943
10.640,0.2058,0.426,0.968
10.660,0.2145,0.447,0.968
10.680,0.2236,0.466,0.943
10.700,0.2332,0.484,0.918
10.720,0.2430,0.502,0.918
10.740,0.2532,0.520,0.943
10.760,0.2639,0.540,0.985
10.780,0.2748,0.560,1.027
10.800,0.2862,0.581,1.027
10.820,0.2981,0.602,0.977
10.840,0.3103,0.620,0.918
10.860,0.3229,0.638,0.901
10.880,0.3358,0.656,0.926
10.900,0.3491,0.675,0.952
10.920,0.3628,0.694,0.968
10.940,0.3769,0.713,0.977
10.960,0.3913,0.734,0.968
10.980,0.4062,0.753,0.935
11.000,0.4215,0.771,0.893
11.020,0.4370,0.788,0.867
11.040,0.4530,0.805,0.825
11.060,0.4693,0.823,0.716
11.080,0.4859,0.836,0.514
11.100,0.5029,0.844,0.269
11.120,0.5197,0.846,0.093
11.140,0.5367,0.845,0.017
11.160,0.5536,0.846,-0.008
11.180,0.5704,0.846,-0.067
11.200,0.5875,0.844,-0.160
11.220,0.6042,0.839,-0.202
11.240,0.6210,0.834,-0.160
11.260,0.6376,0.832,-0.067
11.280,0.6542,0.832,1.554E-13
11.300,0.6708,0.833,2.220E-14
11.320,0.6876,0.833,-0.059
11.340,0.7042,0.831,-0.160
11.360,0.7208,0.827,-0.295
11.380,0.7373,0.820,-0.455
11.400,0.7536,0.808,-0.615
11.420,0.7697,0.794,-0.749
11.440,0.7854,0.778,-0.867
11.460,0.8008,0.760,-0.985
11.480,0.8159,0.739,-1.078
11.500,0.8304,0.715,-1.103
11.520,0.8445,0.693,-1.053
11.540,0.8581,0.673,-0.977
11.560,0.8714,0.655,-0.935
11.580,0.8842,0.637,-0.943
11.600,0.8969,0.617,-0.985
11.620,0.9090,0.597,-1.019
11.640,0.9207,0.576,-1.027
11.660,0.9320,0.556,-1.019
11.680,0.9429,0.536,-1.002
11.700,0.9535,0.515,-0.968
11.720,0.9635,0.496,-0.918
11.740,0.9733,0.479,-0.893
11.760,0.9827,0.462,-0.926
11.780,0.9918,0.443,-0.994
11.800,1.0004,0.421,-1.027
11.820,1.0087,0.400,-1.011
11.840,1.0164,0.381,-0.977
11.860,1.0238,0.362,-0.968
11.880,1.0310,0.343,-0.985
11.900,1.0375,0.322,-0.985
11.920,1.0438,0.302,-0.960
11.940,1.0496,0.284,-0.926
11.960,1.0551,0.266,-0.918
11.980,1.0603,0.248,-0.935
12.000,1.0650,0.228,-0.952
12.020,1.0694,0.209,-0.960
12.040,1.0734,0.190,-0.960
12.060,1.0771,0.171,-0.960
12.080,1.0802,0.152,-0.960
12.100,1.0831,0.132,-0.960
12.120,1.0855,0.113,-0.960
12.140,1.0876,0.094,-0.968
12.160,1.0893,0.075,-0.985
12.180,1.0906,0.055,-1.002
12.200,1.0915,0.034,-1.019
12.220,1.0920,0.014,-1.036
12.240,1.0921,-0.007,-1.036
12.260,1.0917,-0.028,-1.002
12.280,1.0909,-0.047,-0.960
12.300,1.0898,-0.066,-0.952
12.320,1.0883,-0.085,-0.977
12.340,1.0864,-0.105,-1.002
12.360,1.0841,-0.125,-1.002
12.380,1.0814,-0.146,-0.977
12.400,1.0783,-0.165,-0.943
12.420,1.0747,-0.183,-0.918
12.440,1.0710,-0.201,-0.909
12.460,1.0667,-0.219,-0.901
12.480,1.0621,-0.237,-0.893
12.500,1.0573,-0.255,-0.901
12.520,1.0520,-0.273,-0.926
12.540,1.0464,-0.292,-0.952
12.560,1.0403,-0.311,-0.960
12.580,1.0339,-0.330,-0.968
12.600,1.0271,-0.350,-0.985
12.620,1.0199,-0.370,-0.994
12.640,1.0123,-0.390,-0.977
12.660,1.0043,-0.409,-0.952
12.680,0.9959,-0.427,-0.943
12.700,0.9872,-0.447,-0.943
12.720,0.9781,-0.466,-0.926
12.740,0.9685,-0.484,-0.901
12.760,0.9587,-0.501,-0.893
12.780,0.9485,-0.519,-0.876
12.800,0.9380,-0.538,-0.842
12.820,0.9269,-0.553,-0.825
12.840,0.9158,-0.569,-0.867
12.860,0.9044,-0.587,-0.935
12.880,0.8922,-0.607,-0.952
12.900,0.8800,-0.627,-0.926
12.920,0.8673,-0.644,-0.901
12.940,0.8542,-0.662,-0.918
12.960,0.8408,-0.680,-0.960
12.980,0.8270,-0.700,-0.985
13.000,0.8128,-0.720,-0.968
13.020,0.7981,-0.740,-0.893
13.040,0.7832,-0.757,-0.783
13.060,0.7678,-0.771,-0.665
13.080,0.7523,-0.783,-0.556
13.100,0.7365,-0.793,-0.438
13.120,0.7205,-0.801,-0.286
13.140,0.7044,-0.805,-0.118
13.160,0.6883,-0.805,0.025
13.180,0.6722,-0.803,0.101
13.200,0.6562,-0.800,0.101
13.220,0.6401,-0.798,0.051
13.240,0.6243,-0.798,-0.008
13.260,0.6083,-0.799,-0.025
13.280,0.5922,-0.800,1.471E-13
13.300,0.5762,-0.799,0.025
13.320,0.5602,-0.798,0.025
13.340,0.5443,-0.798,0.017
13.360,0.5283,-0.798,0.059
13.380,0.5123,-0.797,0.194
13.400,0.4964,-0.792,0.404
13.420,0.4806,-0.781,0.623
13.440,0.4650,-0.766,0.766
13.460,0.4500,-0.749,0.825
13.480,0.4351,-0.733,0.859
13.500,0.4207,-0.715,0.909
13.520,0.4065,-0.696,0.968
13.540,0.3928,-0.676,0.994
13.560,0.3794,-0.656,0.994
13.580,0.3666,-0.637,0.994
13.600,0.3540,-0.616,0.994
13.620,0.3418,-0.596,0.977
13.640,0.3302,-0.577,0.952
13.660,0.3188,-0.559,0.952
13.680,0.3078,-0.540,0.968
13.700,0.2972,-0.519,0.985
13.720,0.2870,-0.500,1.002
13.740,0.2772,-0.480,1.019
13.760,0.2677,-0.459,1.019
13.780,0.2589,-0.439,0.994
13.800,0.2503,-0.419,0.977
13.820,0.2420,-0.400,0.977
13.840,0.2343,-0.380,0.977
13.860,0.2269,-0.361,0.968
13.880,0.2198,-0.342,0.968
13.900,0.2132,-0.322,0.985
13.920,0.2070,-0.302,0.994
13.940,0.2011,-0.282,0.985
13.960,0.1957,-0.263,0.977
13.980,0.1906,-0.244,0.994
14.000,0.1859,-0.223,1.011
14.020,0.1817,-0.202,1.002
14.040,0.1779,-0.183,0.985
14.060,0.1744,-0.164,0.985
14.080,0.1712,-0.143,0.994
14.100,0.1687,-0.123,0.985
14.120,0.1664,-0.104,0.985
14.140,0.1644,-0.085,1.002
14.160,0.1630,-0.064,1.019
14.180,0.1619,-0.043,1.019
14.200,0.1613,-0.023,1.011
14.220,0.1609,-0.003,1.011
14.240,0.1612,0.017,1.011
14.260,0.1616,0.037,1.019
14.280,0.1626,0.058,1.027
14.300,0.1639,0.079,1.019
14.320,0.1658,0.099,0.994
14.340,0.1679,0.118,0.968
14.360,0.1705,0.137,0.960
14.380,0.1734,0.157,0.960
14.400,0.1768,0.176,0.960
14.420,0.1804,0.195,0.968
14.440,0.1846,0.214,0.985
14.460,0.1890,0.234,0.994
14.480,0.1939,0.255,0.977
14.500,0.1992,0.274,0.952
14.520,0.2049,0.292,0.952
14.540,0.2109,0.311,0.977
14.560,0.2173,0.331,0.985
14.580,0.2242,0.352,0.952
14.600,0.2314,0.370,0.909
14.620,0.2390,0.387,0.901
14.640,0.2469,0.405,0.935
14.660,0.2551,0.424,0.977
14.680,0.2639,0.445,1.002
14.700,0.2730,0.465,1.011
14.720,0.2824,0.485,1.002
14.740,0.2924,0.505,0.985
14.760,0.3027,0.524,0.968
14.780,0.3133,0.544,0.952
14.800,0.3244,0.563,0.926
14.820,0.3359,0.581,0.901
14.840,0.3477,0.598,0.909
14.860,0.3598,0.616,0.952
14.880,0.3723,0.637,0.985
14.900,0.3853,0.657,0.977
14.920,0.3986,0.676,0.943
14.940,0.4123,0.694,0.909
14.960,0.4264,0.712,0.876
14.980,0.4408,0.730,0.834
15.000,0.4556,0.746,0.775
15.020,0.4706,0.761,0.674
15.040,0.4860,0.774,0.505
15.060,0.5017,0.782,0.303
15.080,0.5174,0.785,0.143
15.100,0.5331,0.786,0.051
15.120,0.5488,0.787,-0.017
15.140,0.5646,0.786,-0.084
15.160,0.5804,0.783,-0.135
15.180,0.5959,0.780,-0.152
15.200,0.6115,0.777,-0.143
15.220,0.6270,0.774,-0.109
