"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
1.960,0.0235,0.222,0.977
1.980,0.0283,0.242,0.952
2.000,0.0332,0.260,0.952
2.020,0.0386,0.279,0.968
2.040,0.0444,0.299,0.977
2.060,0.0506,0.318,0.968
2.080,0.0571,0.338,0.960
2.100,0.0640,0.357,0.960
2.120,0.0714,0.376,0.960
2.140,0.0791,0.395,0.960
2.160,0.0872,0.414,0.952
2.180,0.0957,0.434,0.935
2.200,0.1045,0.452,0.918
2.220,0.1137,0.470,0.918
2.240,0.1233,0.488,0.943
2.260,0.1333,0.507,0.977
2.280,0.1436,0.527,1.002
2.300,0.1544,0.548,1.002
2.320,0.1655,0.568,0.977
2.340,0.1770,0.587,0.935
2.360,0.1890,0.605,0.901
2.380,0.2013,0.622,0.901
2.400,0.2139,0.641,0.935
2.420,0.2269,0.660,0.977
2.440,0.2403,0.680,0.994
2.460,0.2540,0.700,0.968
2.480,0.2684,0.719,0.909
2.500,0.2829,0.737,0.867
2.520,0.2978,0.753,0.884
2.540,0.3130,0.771,0.952
2.560,0.3286,0.791,1.002
2.580,0.3446,0.812,0.985
2.600,0.3611,0.832,0.918
2.620,0.3780,0.849,0.867
2.640,0.3951,0.865,0.884
2.660,0.4125,0.883,0.943
2.680,0.4304,0.903,0.977
2.700,0.4487,0.924,0.926
2.720,0.4673,0.942,0.800
2.740,0.4864,0.956,0.640
2.760,0.5057,0.967,0.488
2.780,0.5251,0.975,0.345
2.800,0.5447,0.981,0.135
2.820,0.5644,0.983,-0.126
2.840,0.5841,0.975,-0.295
2.860,0.6036,0.966,-0.236
2.880,0.6224,0.963,-0.034
2.900,0.6420,0.967,0.042
2.920,0.6614,0.970,-0.076
2.940,0.6808,0.964,-0.236
2.960,0.7000,0.957,-0.278
2.980,0.7190,0.952,-0.244
3.000,0.7380,0.949,-0.312
3.020,0.7570,0.943,-0.531
3.040,0.7758,0.929,-0.800
3.060,0.7943,0.908,-0.952
3.080,0.8122,0.887,-0.952
3.100,0.8297,0.870,-0.918
3.120,0.8469,0.853,-0.968
3.140,0.8640,0.833,-1.078
3.160,0.8802,0.808,-1.095
3.180,0.8962,0.785,-0.985
3.200,0.9116,0.769,-0.859
3.220,0.9268,0.754,-0.859
3.240,0.9420,0.737,-0.977
3.260,0.9564,0.714,-1.078
3.280,0.9705,0.691,-1.103
3.300,0.9840,0.670,-1.069
3.320,0.9973,0.649,-1.019
3.340,1.0100,0.629,-0.960
3.360,1.0224,0.610,-0.909
3.380,1.0344,0.593,-0.901
3.400,1.0461,0.575,-0.935
3.420,1.0574,0.556,-0.977
3.440,1.0683,0.536,-1.002
3.460,1.0789,0.515,-1.002
3.480,1.0889,0.495,-0.985
3.500,1.0986,0.476,-0.968
3.520,1.1080,0.457,-0.952
3.540,1.1169,0.438,-0.935
3.560,1.1254,0.419,-0.918
3.580,1.1337,0.401,-0.918
3.600,1.1416,0.383,-0.935
3.620,1.1490,0.364,-0.952
3.640,1.1561,0.345,-0.968
3.660,1.1628,0.325,-0.985
3.680,1.1691,0.305,-0.994
3.700,1.1750,0.285,-0.977
3.720,1.1805,0.266,-0.943
3.740,1.1856,0.248,-0.935
3.760,1.1904,0.229,-0.960
3.780,1.1948,0.209,-0.985
3.800,1.1988,0.189,-0.985
3.820,1.2023,0.170,-0.977
3.840,1.2056,0.151,-0.985
3.860,1.2084,0.130,-0.985
3.880,1.2108,0.110,-0.952
3.900,1.2127,0.092,-0.901
3.920,1.2144,0.075,-0.867
3.940,1.2158,0.058,-0.859
3.960,1.2167,0.040,-0.867
3.980,1.2174,0.023,-0.884
4.000,1.2177,0.005,-0.901
4.020,1.2176,-0.013,-0.901
4.040,1.2171,-0.031,-0.884
4.060,1.2164,-0.049,-0.859
4.080,1.2152,-0.066,-0.834
4.100,1.2137,-0.082,-0.834
4.120,1.2119,-0.098,-0.867
4.140,1.2098,-0.116,-0.918
4.160,1.2073,-0.135,-0.952
4.180,1.2044,-0.155,-0.960
4.200,1.2011,-0.174,-0.960
4.220,1.1975,-0.193,-0.960
4.240,1.1933,-0.212,-0.952
4.260,1.1890,-0.231,-0.935
4.280,1.1841,-0.250,-0.918
4.300,1.1789,-0.268,-0.926
4.320,1.1735,-0.286,-0.960
4.340,1.1675,-0.306,-0.977
4.360,1.1612,-0.326,-0.960
4.380,1.1544,-0.345,-0.926
4.400,1.1474,-0.363,-0.909
4.420,1.1400,-0.381,-0.901
4.440,1.1321,-0.399,-0.884
4.460,1.1240,-0.416,-0.884
4.480,1.1155,-0.434,-0.918
4.500,1.1066,-0.453,-0.960
4.520,1.0974,-0.473,-0.968
4.540,1.0877,-0.492,-0.943
4.560,1.0777,-0.510,-0.926
4.580,1.0674,-0.529,-0.935
4.600,1.0566,-0.548,-0.943
4.620,1.0454,-0.567,-0.926
4.640,1.0339,-0.585,-0.893
4.660,1.0220,-0.602,-0.876
4.680,1.0098,-0.619,-0.901
4.700,0.9973,-0.638,-0.952
4.720,0.9843,-0.658,-0.943
4.740,0.9709,-0.678,-0.834
4.760,0.9571,-0.692,-0.691
4.780,0.9431,-0.703,-0.648
4.800,0.9291,-0.715,-0.749
4.820,0.9146,-0.733,-0.893
4.840,0.8998,-0.753,-0.985
4.860,0.8845,-0.773,-0.994
4.880,0.8688,-0.793,-0.935
4.900,0.8527,-0.811,-0.842
4.920,0.8363,-0.827,-0.758
4.940,0.8196,-0.841,-0.716
4.960,0.8028,-0.855,-0.691
4.980,0.7854,-0.869,-0.615
5.000,0.7680,-0.881,-0.455
5.020,0.7501,-0.888,-0.261
5.040,0.7323,-0.890,-0.126
5.060,0.7145,-0.891,-0.076
5.080,0.6968,-0.893,-0.025
5.100,0.6787,-0.894,0.101
5.120,0.6609,-0.890,0.312
5.140,0.6431,-0.882,0.556
5.160,0.6256,-0.868,0.741
5.180,0.6081,-0.850,0.733
5.200,0.5916,-0.834,0.455
5.220,0.5750,-0.829,0.177
5.240,0.5587,-0.835,0.227
5.260,0.5417,-0.828,0.581
5.280,0.5248,-0.807,0.859
5.300,0.5095,-0.786,0.842
5.320,0.4939,-0.773,0.792
5.340,0.4783,-0.761,0.926
5.360,0.4633,-0.738,1.162
5.380,0.4488,-0.710,1.288
5.400,0.4348,-0.684,1.221
5.420,0.4215,-0.660,1.061
5.440,0.4085,-0.642,0.935
5.460,0.3959,-0.626,0.935
5.480,0.3834,-0.606,1.053
5.500,0.3715,-0.583,1.171
5.520,0.3601,-0.558,1.213
5.540,0.3492,-0.534,1.187
5.560,0.3388,-0.510,1.145
5.580,0.3289,-0.488,1.120
5.600,0.3193,-0.466,1.103
5.620,0.3102,-0.444,1.086
5.640,0.3016,-0.422,1.078
5.660,0.2933,-0.401,1.086
5.680,0.2855,-0.379,1.112
5.700,0.2782,-0.357,1.145
5.720,0.2713,-0.333,1.187
5.740,0.2647,-0.309,1.213
5.760,0.2589,-0.284,1.196
5.780,0.2534,-0.261,1.162
5.800,0.2485,-0.238,1.145
5.820,0.2439,-0.215,1.154
5.840,0.2399,-0.192,1.162
5.860,0.2362,-0.169,1.162
5.880,0.2331,-0.146,1.162
5.900,0.2304,-0.122,1.162
5.920,0.2282,-0.099,1.162
5.940,0.2264,-0.076,1.154
5.960,0.2252,-0.053,1.120
5.980,0.2243,-0.030,1.053
6.000,0.2240,-0.010,0.960
6.020,0.2240,0.008,0.876
6.040,0.2243,0.024,0.825
6.060,0.2249,0.040,0.808
6.080,0.2259,0.057,0.808
6.100,0.2272,0.073,0.808
6.120,0.2288,0.089,0.800
6.140,0.2308,0.105,0.783
6.160,0.2331,0.120,0.775
6.180,0.2356,0.135,0.792
6.200,0.2384,0.152,0.834
6.220,0.2417,0.169,0.859
6.240,0.2452,0.187,0.851
6.260,0.2491,0.203,0.825
6.280,0.2534,0.219,0.808
6.300,0.2578,0.235,0.808
6.320,0.2628,0.252,0.800
6.340,0.2680,0.268,0.792
6.360,0.2734,0.283,0.783
6.380,0.2793,0.299,0.766
6.400,0.2855,0.314,0.758
6.420,0.2919,0.328,0.783
6.440,0.2985,0.345,0.851
6.460,0.3056,0.363,0.918
6.480,0.3131,0.382,0.952
6.500,0.3209,0.401,0.960
6.520,0.3291,0.420,0.952
6.540,0.3377,0.440,0.935
6.560,0.3467,0.458,0.926
6.580,0.3560,0.476,0.926
6.600,0.3657,0.495,0.918
6.620,0.3758,0.513,0.884
6.640,0.3863,0.531,0.851
6.660,0.3970,0.547,0.851
6.680,0.4082,0.564,0.876
6.700,0.4196,0.582,0.909
6.720,0.4315,0.600,0.935
6.740,0.4436,0.619,0.935
6.760,0.4562,0.639,0.884
6.780,0.4692,0.656,0.783
6.800,0.4825,0.670,0.682
6.820,0.4960,0.682,0.640
6.840,0.5098,0.694,0.632
6.860,0.5237,0.708,0.573
6.880,0.5380,0.719,0.404
6.900,0.5527,0.726,0.185
6.920,0.5671,0.726,0.042
6.940,0.5817,0.725,-0.008
6.960,0.5961,0.726,-0.034
6.980,0.6107,0.725,-0.093
7.000,0.6252,0.722,-0.152
7.020,0.6395,0.717,-0.152
7.040,0.6538,0.714,-0.109
7.060,0.6682,0.713,-0.076
7.080,0.6823,0.712,-0.084
7.100,0.6967,0.710,-0.118
7.120,0.7108,0.707,-0.135
7.140,0.7249,0.704,-0.143
7.160,0.7390,0.702,-0.194
7.180,0.7530,0.698,-0.312
7.200,0.7670,0.690,-0.472
7.220,0.7807,0.679,-0.615
7.240,0.7941,0.665,-0.707
7.260,0.8074,0.650,-0.741
7.280,0.8201,0.635,-0.741
7.300,0.8327,0.620,-0.783
7.320,0.8450,0.605,-0.901
7.340,0.8570,0.585,-1.036
7.360,0.8685,0.562,-1.086
7.380,0.8794,0.540,-1.044
7.400,0.8899,0.520,-0.994
7.420,0.9003,0.501,-0.985
7.440,0.9101,0.481,-0.985
7.460,0.9194,0.461,-0.960
7.480,0.9285,0.443,-0.935
7.500,0.9371,0.424,-0.943
7.520,0.9455,0.405,-0.994
7.540,0.9534,0.385,-1.044
7.560,0.9609,0.363,-1.061
7.580,0.9679,0.342,-1.036
7.600,0.9745,0.321,-0.994
7.620,0.9808,0.302,-0.977
7.640,0.9866,0.283,-0.977
7.660,0.9920,0.263,-0.977
7.680,0.9971,0.244,-0.968
7.700,1.0017,0.224,-0.960
7.720,1.0061,0.205,-0.960
7.740,1.0100,0.186,-0.952
7.760,1.0135,0.167,-0.935
7.780,1.0167,0.149,-0.926
7.800,1.0195,0.130,-0.943
7.820,1.0219,0.111,-0.977
7.840,1.0239,0.091,-0.994
7.860,1.0255,0.071,-0.977
7.880,1.0267,0.052,-0.943
7.900,1.0276,0.033,-0.926
7.920,1.0281,0.015,-0.935
7.940,1.0282,-0.004,-0.952
7.960,1.0279,-0.023,-0.960
7.980,1.0272,-0.042,-0.960
8.000,1.0262,-0.062,-0.968
8.020,1.0248,-0.081,-0.977
8.040,1.0230,-0.101,-0.968
8.060,1.0208,-0.120,-0.935
8.080,1.0181,-0.138,-0.893
8.100,1.0152,-0.156,-0.884
8.120,1.0119,-0.173,-0.909
8.140,1.0083,-0.192,-0.943
8.160,1.0043,-0.211,-0.960
8.180,0.9998,-0.230,-0.960
8.200,0.9951,-0.250,-0.960
8.220,0.9899,-0.269,-0.952
8.240,0.9843,-0.288,-0.926
8.260,0.9783,-0.306,-0.867
8.280,0.9720,-0.323,-0.792
8.300,0.9654,-0.338,-0.749
8.320,0.9585,-0.352,-0.775
8.340,0.9514,-0.368,-0.851
8.360,0.9438,-0.386,-0.909
8.380,0.9359,-0.405,-0.926
8.400,0.9277,-0.423,-0.918
8.420,0.9189,-0.442,-0.918
8.440,0.9100,-0.460,-0.943
8.460,0.9006,-0.479,-0.960
8.480,0.8908,-0.499,-0.943
8.500,0.8806,-0.517,-0.893
8.520,0.8701,-0.535,-0.834
8.540,0.8593,-0.551,-0.792
8.560,0.8480,-0.566,-0.766
8.580,0.8366,-0.581,-0.758
8.600,0.8248,-0.596,-0.749
8.620,0.8127,-0.611,-0.724
8.640,0.8003,-0.626,-0.682
8.660,0.7877,-0.639,-0.606
8.680,0.7747,-0.651,-0.488
8.700,0.7616,-0.659,-0.337
8.720,0.7483,-0.664,-0.185
8.740,0.7351,-0.666,-0.067
8.760,0.7216,-0.666,0.008
8.780,0.7084,-0.665,0.025
8.800,0.6951,-0.664,2.220E-14
8.820,0.6819,-0.665,-0.034
8.840,0.6685,-0.666,-0.042
8.860,0.6552,-0.667,-0.017
8.880,0.6418,-0.667,0.034
8.900,0.6285,-0.666,0.093
8.920,0.6152,-0.663,0.126
8.940,0.6019,-0.660,0.118
8.960,0.5888,-0.658,0.101
8.980,0.5756,-0.657,0.135
9.000,0.5625,-0.654,0.236
9.020,0.5494,-0.648,0.362
9.040,0.5366,-0.639,0.455
9.060,0.5239,-0.629,0.505
9.080,0.5115,-0.618,0.547
9.100,0.4991,-0.607,0.615
9.120,0.4871,-0.594,0.699
9.140,0.4753,-0.579,0.783
9.160,0.4639,-0.563,0.859
9.180,0.4528,-0.545,0.935
9.200,0.4421,-0.525,0.994
9.220,0.4318,-0.504,1.002
9.240,0.4219,-0.484,0.960
9.260,0.4125,-0.466,0.909
9.280,0.4033,-0.449,0.901
9.300,0.3945,-0.430,0.918
9.320,0.3861,-0.411,0.926
9.340,0.3781,-0.393,0.926
9.360,0.3703,-0.375,0.943
9.380,0.3631,-0.356,0.977
9.400,0.3561,-0.335,1.002
9.420,0.3496,-0.315,1.002
9.440,0.3435,-0.295,0.985
9.460,0.3378,-0.276,0.977
9.480,0.3325,-0.257,0.985
9.500,0.3275,-0.236,1.002
9.520,0.3230,-0.216,1.002
9.540,0.3189,-0.196,0.985
9.560,0.3152,-0.177,0.968
9.580,0.3119,-0.158,0.960
9.600,0.3089,-0.138,0.968
9.620,0.3063,-0.119,0.977
9.640,0.3041,-0.099,0.968
9.660,0.3023,-0.080,0.943
9.680,0.3010,-0.062,0.926
9.700,0.2999,-0.043,0.952
9.720,0.2992,-0.024,0.994
9.740,0.2989,-0.003,1.011
9.760,0.2990,0.017,0.994
9.780,0.2996,0.036,0.960
9.800,0.3005,0.056,0.935
9.820,0.3018,0.074,0.926
9.840,0.3035,0.092,0.943
9.860,0.3055,0.111,0.968
9.880,0.3079,0.131,0.960
9.900,0.3108,0.151,0.926
9.920,0.3139,0.168,0.918
9.940,0.3175,0.186,0.943
9.960,0.3213,0.206,0.960
9.980,0.3257,0.225,0.952
10.000,0.3304,0.244,0.952
10.020,0.3354,0.263,0.977
10.040,0.3409,0.283,0.985
10.060,0.3468,0.303,0.960
10.080,0.3530,0.321,0.935
10.100,0.3597,0.340,0.935
10.120,0.3666,0.359,0.952
10.140,0.3740,0.378,0.952
10.160,0.3817,0.397,0.935
10.180,0.3899,0.415,0.909
10.200,0.3983,0.434,0.884
10.220,0.4072,0.451,0.867
10.240,0.4164,0.468,0.876
10.260,0.4259,0.485,0.918
10.280,0.4358,0.504,0.952
10.300,0.4460,0.524,0.935
10.320,0.4568,0.543,0.859
10.340,0.4678,0.559,0.775
10.360,0.4791,0.573,0.716
10.380,0.4907,0.587,0.665
10.400,0.5026,0.600,0.606
10.420,0.5148,0.611,0.531
10.440,0.5271,0.621,0.446
10.460,0.5396,0.630,0.354
10.480,0.5523,0.636,0.253
10.500,0.5651,0.640,0.168
10.520,0.5779,0.642,0.101
10.540,0.5908,0.644,0.042
10.560,0.6036,0.644,-0.017
10.580,0.6166,0.643,-0.067
10.600,0.6294,0.641,-0.084
10.620,0.6422,0.639,-0.084
10.640,0.6549,0.638,-0.084
10.660,0.6677,0.636,-0.093
10.680,0.6804,0.634,-0.109
10.700,0.6930,0.632,-0.135
10.720,0.7056,0.629,-0.160
10.740,0.7182,0.625,-0.168
10.760,0.7306,0.621,-0.168
10.780,0.7430,0.618,-0.211
10.800,0.7555,0.614,-0.320
10.820,0.7676,0.606,-0.463
10.840,0.7797,0.595,-0.598
10.860,0.7915,0.582,-0.691
10.880,0.8030,0.567,-0.733
10.900,0.8142,0.552,-0.733
10.920,0.8251,0.538,-0.741
10.940,0.8356,0.523,-0.800
10.960,0.8460,0.506,-0.901
10.980,0.8560,0.487,-0.985
11.000,0.8654,0.466,-1.019
11.020,0.8747,0.446,-1.019
11.040,0.8833,0.425,-1.002
11.060,0.8916,0.405,-0.994
11.080,0.8995,0.386,-0.985
11.100,0.9070,0.366,-0.977
11.120,0.9142,0.347,-0.968
11.140,0.9209,0.327,-0.952
11.160,0.9273,0.308,-0.935
11.180,0.9332,0.290,-0.918
11.200,0.9388,0.272,-0.926
11.220,0.9441,0.254,-0.968
11.240,0.9490,0.233,-1.027
11.260,0.9535,0.212,-1.078
11.280,0.9575,0.190,-1.103
11.300,0.9611,0.168,-1.095
11.320,0.9642,0.146,-1.044
11.340,0.9669,0.125,-0.985
11.360,0.9691,0.107,-0.952
11.380,0.9712,0.088,-0.952
11.400,0.9728,0.069,-0.952
11.420,0.9739,0.050,-0.943
11.440,0.9747,0.031,-0.943
11.460,0.9752,0.012,-0.943
11.480,0.9752,-0.007,-0.935
11.500,0.9748,-0.025,-0.926
11.520,0.9742,-0.043,-0.935
11.540,0.9731,-0.063,-0.943
11.560,0.9717,-0.082,-0.909
11.580,0.9699,-0.100,-0.808
11.600,0.9677,-0.115,-0.665
11.620,0.9651,-0.126,-0.573
11.640,0.9626,-0.135,-0.623
11.660,0.9598,-0.149,-0.792
11.680,0.9568,-0.168,-0.960
11.700,0.9531,-0.189,-1.019
11.720,0.9491,-0.210,-0.985
11.740,0.9448,-0.228,-0.935
11.760,0.9399,-0.247,-0.909
11.780,0.9349,-0.265,-0.909
11.800,0.9294,-0.283,-0.901
11.820,0.9235,-0.301,-0.893
11.840,0.9173,-0.318,-0.901
11.860,0.9108,-0.337,-0.935
11.880,0.9039,-0.356,-0.977
11.900,0.8966,-0.376,-0.994
11.920,0.8889,-0.396,-0.977
11.940,0.8807,-0.415,-0.935
11.960,0.8722,-0.434,-0.876
11.980,0.8634,-0.451,-0.808
12.000,0.8542,-0.466,-0.749
12.020,0.8447,-0.480,-0.716
12.040,0.8350,-0.494,-0.707
12.060,0.8249,-0.508,-0.707
12.080,0.8146,-0.522,-0.707
12.100,0.8041,-0.537,-0.691
12.120,0.7932,-0.551,-0.640
12.140,0.7820,-0.563,-0.556
12.160,0.7706,-0.573,-0.455
12.180,0.7591,-0.581,-0.345
12.200,0.7473,-0.587,-0.219
12.220,0.7356,-0.590,-0.093
12.240,0.7237,-0.590,-0.008
12.260,0.7119,-0.589,2.220E-14
12.280,0.7002,-0.589,-0.042
12.300,0.6884,-0.591,-0.076
12.320,0.6765,-0.593,-0.059
12.340,0.6646,-0.594,-0.008
12.360,0.6528,-0.593,0.034
12.380,0.6409,-0.592,0.059
12.400,0.6291,-0.591,0.084
12.420,0.6172,-0.589,0.118
12.440,0.6055,-0.586,0.135
12.460,0.5938,-0.583,0.126
12.480,0.5822,-0.581,0.118
12.500,0.5705,-0.579,0.143
12.520,0.5590,-0.576,0.219
12.540,0.5475,-0.571,0.337
12.560,0.5361,-0.563,0.455
12.580,0.5249,-0.552,0.531
12.600,0.5140,-0.541,0.564
12.620,0.5034,-0.530,0.589
12.640,0.4928,-0.517,0.640
12.660,0.4826,-0.504,0.707
12.680,0.4727,-0.489,0.775
12.700,0.4630,-0.473,0.834
12.720,0.4538,-0.456,0.884
12.740,0.4448,-0.438,0.943
12.760,0.4362,-0.418,0.994
12.780,0.4281,-0.397,1.011
12.800,0.4203,-0.377,0.985
12.820,0.4130,-0.358,0.935
12.840,0.4060,-0.340,0.893
12.860,0.3994,-0.322,0.876
12.880,0.3931,-0.305,0.901
12.900,0.3872,-0.287,0.943
12.920,0.3816,-0.267,0.960
12.940,0.3765,-0.248,0.952
12.960,0.3718,-0.229,0.952
12.980,0.3673,-0.210,0.977
13.000,0.3633,-0.190,0.985
13.020,0.3598,-0.170,0.960
13.040,0.3565,-0.152,0.943
13.060,0.3537,-0.133,0.960
13.080,0.3512,-0.113,0.985
13.100,0.3491,-0.093,0.977
13.120,0.3475,-0.074,0.952
13.140,0.3462,-0.056,0.960
13.160,0.3452,-0.036,0.994
13.180,0.3447,-0.015,1.011
13.200,0.3446,0.005,0.994
13.220,0.3450,0.024,0.968
13.240,0.3456,0.043,0.968
13.260,0.3467,0.063,0.977
13.280,0.3481,0.083,0.977
13.300,0.3500,0.102,0.960
13.320,0.3523,0.121,0.935
13.340,0.3548,0.139,0.926
13.360,0.3578,0.158,0.935
13.380,0.3611,0.177,0.952
13.400,0.3649,0.196,0.952
13.420,0.3690,0.215,0.935
13.440,0.3735,0.233,0.918
13.460,0.3783,0.252,0.909
13.480,0.3836,0.270,0.918
13.500,0.3891,0.288,0.926
13.520,0.3951,0.307,0.918
13.540,0.4014,0.325,0.893
13.560,0.4082,0.343,0.876
13.580,0.4151,0.360,0.901
13.600,0.4225,0.378,0.943
13.620,0.4302,0.398,0.960
13.640,0.4384,0.417,0.935
13.660,0.4470,0.436,0.884
13.680,0.4558,0.453,0.834
13.700,0.4650,0.469,0.783
13.720,0.4746,0.484,0.733
13.740,0.4844,0.498,0.682
13.760,0.4945,0.511,0.623
13.780,0.5049,0.523,0.556
13.800,0.5155,0.534,0.497
13.820,0.5263,0.543,0.455
13.840,0.5372,0.552,0.404
13.860,0.5483,0.560,0.320
13.880,0.5596,0.565,0.219
13.900,0.5710,0.568,0.143
13.920,0.5823,0.570,0.101
13.940,0.5938,0.572,0.059
13.960,0.6052,0.573,-2.220E-14
13.980,0.6167,0.572,-0.067
14.000,0.6281,0.570,-0.109
14.020,0.6395,0.567,-0.109
14.040,0.6508,0.565,-0.076
14.060,0.6621,0.564,-0.042
14.080,0.6734,0.564,-0.051
14.100,0.6846,0.563,-0.101
14.120,0.6959,0.560,-0.160
14.140,0.7071,0.556,-0.185
14.160,0.7181,0.552,-0.185
14.180,0.7291,0.549,-0.202
14.200,0.7401,0.545,-0.253
14.220,0.7510,0.539,-0.320
14.240,0.7616,0.532,-0.387
14.260,0.7722,0.523,-0.472
14.280,0.7826,0.513,-0.581
14.300,0.7928,0.500,-0.682
14.320,0.8026,0.485,-0.733
14.340,0.8122,0.470,-0.733
14.360,0.8214,0.456,-0.716
14.380,0.8304,0.442,-0.733
14.400,0.8391,0.427,-0.817
14.420,0.8475,0.410,-0.943
14.440,0.8556,0.389,-1.036
14.460,0.8631,0.367,-1.036
14.480,0.8702,0.347,-0.985
14.500,0.8770,0.328,-0.960
14.520,0.8834,0.309,-0.968
14.540,0.8893,0.289,-0.968
14.560,0.8949,0.270,-0.952
14.580,0.9001,0.252,-0.952
14.600,0.9050,0.232,-0.977
14.620,0.9095,0.212,-0.985
14.640,0.9135,0.192,-0.952
14.660,0.9171,0.174,-0.909
14.680,0.9204,0.157,-0.909
14.700,0.9234,0.138,-0.952
14.720,0.9260,0.118,-0.977
14.740,0.9281,0.098,-0.960
14.760,0.9298,0.080,-0.926
14.780,0.9313,0.062,-0.918
14.800,0.9324,0.043,-0.926
14.820,0.9330,0.024,-0.926
14.840,0.9334,0.006,-0.926
14.860,0.9332,-0.012,-0.935
14.880,0.9329,-0.031,-0.952
14.900,0.9320,-0.051,-0.952
14.920,0.9308,-0.070,-0.935
14.940,0.9292,-0.088,-0.918
14.960,0.9273,-0.106,-0.909
14.980,0.9250,-0.124,-0.909
15.000,0.9223,-0.142,-0.918
15.020,0.9193,-0.161,-0.935
15.040,0.9159,-0.180,-0.952
15.060,0.9121,-0.199,-0.952
15.080,0.9079,-0.218,-0.935
15.100,0.9034,-0.236,-0.926
15.120,0.8984,-0.255,-0.935
15.140,0.8932,-0.274,-0.952
15.160,0.8875,-0.293,-0.952
15.180,0.8815,-0.312,-0.926
15.200,0.8750,-0.330,-0.876
15.220,0.8682,-0.348,-0.808
15.240,0.8611,-0.363,-0.749
15.260,0.8537,-0.377,-0.724
